DataID,Date,ChannelGroup,DeviceCategory,TotalUsers,NewUsers,Sessions,Purchases,Revenue
61361,2024-11-14, direct ,tablet,1993,817,2121,169,10985
61362,2024-05-25,Direct,desktop,94,62,106,8,512
61363,2024-06-15,Referral,Desktop,2719,2012,2893,57,5871
61364,2024-11-30,Direct,tablet,2083,1499,2976,238,23562
61365,2024-12-14,email,tablet,1452,900,2046,40,4960
61366,2024-06-30,Paid Search,smart tv,1656,894,2071,103,14420
61367,2024-02-13,Referral,desktop,1782,1265,2346,46,4692
61368,2024-12-19,email,Desktop,531,313,718,14,420
61369,2024-06-03,Referral,Desktop,1383,981,1537,30,1950
61370,2024-08-24,Direct,smart tv,2131,1363,2538,203,26999
61371,2024-04-17,Social,desktop,2208,993,2761,55,4620
61372,2024-11-28,Referral,smart tv,676,466,953,19,2432
61373,2024-06-20, direct ,tablet,781,609,1086,86,
61374,2024-08-04,Paid Search,Desktop,1491,849,1819,90,9180
61375,2024-08-31, direct ,mobile,1639,786,2075,166,13778
61376,2024-10-25,Paid Search,Desktop,2604,1093,2862,143,3146
61377,2024-06-24,Email,Desktop,2055,1623,2670,53,
61378,2024-08-18,email,tablet,718,445,971,19,1786
61379,2024-11-11,email,mobile,2262,1221,2514,50,4250
61380,2024-06-05,email,desktop,1614,1162,1774,35,735
61381,2024-05-19,Email,tablet,451,329,519,10,1120
61382,2024-04-16,Direct,smart tv,2038,1528,2912,232,
61383,2024-12-10,email,mobile,879,395,1172,23,3059
61384,2024-05-16,Organic Search,tablet,1483,593,1831,91,6370
61385,2024-12-26,email,desktop,1273,661,1369,27,1485
61386,2024-12-18,email,mobile,1267,722,1378,27,1080
61387,2024-07-21,Referral,desktop,1086,575,1235,24,2256
61388,2024-01-01,Direct,Desktop,248,146,323,25,3175
61389,2024-11-25, direct ,tablet,1361,843,1530,122,15494
61390,2024-01-12,Organic Search,desktop,1234,925,1763,88,12584
61391,2024-08-09,Organic Search,tablet,1403,827,1733,86,2924
61392,2024-05-31,Paid Search,smart tv,156,73,182,9,558
61393,2024-03-02,Email,mobile,1051,536,1440,28,3920
61394,2024-05-30,Direct,desktop,1850,1239,-2500,200,8800
61395,2024-04-11,Social,Desktop,735,455,919,18,1368
61396,2024-11-07,Email,desktop,1197,598,1663,33,3993
61397,2024-03-08, direct ,mobile,1991,1194,2188,175,6650
61398,2024-12-23,Email,tablet,950,731,1080,21,1848
61399,2024-08-04, direct ,tablet,604,271,664,53,7844
61400,2024-11-27,Direct,tablet,2180,1417,2506,200,13000
61401,2024-11-23,Social,mobile,2501,1075,2749,54,7074
61402,2024-03-04,Referral,desktop,1932,1371,2478,49,
61403,2024-09-27,Social,mobile,2044,1573,2879,57,1482
61404,2024-01-30,Paid Search,smart tv,394,212,533,26,2158
61405,2024-10-06,Organic Search,smart tv,1249,624,1689,84,12096
61406,2024-11-27,Paid Search,mobile,1595,1196,2019,100,5800
61407,12/02/2024,Organic Search,desktop,1881,1072,2240,112,16016
61408,2024-12-20,email,smart tv,336,174,415,8,920
61409,2024-10-22,Email,mobile,1972,986,2192,43,6020
61410,2024-04-21,Organic Search,smart tv,1132,498,1287,64,1856
61411,2024-09-27,Direct,Desktop,1378,744,1641,131,13493
61412,2024-01-22,Referral,tablet,206,129,222,4,572
61413,2024-05-03,email,desktop,975,448,1060,21,1050
61414,2024-05-04,Referral,smart tv,168,131,206,4,320
61415,2024-06-15,Referral,Desktop,1600,911,2192,43,4257
61416,2024-02-25,Referral,desktop,1425,783,1901,38,5016
61417,2024-06-12,Paid Search,Desktop,2325,1348,2584,129,18060
61418,2024-12-24,Paid Search,mobile,1248,911,1419,70,1820
61419,2024-06-25,Referral,Desktop,545,343,737,14,1232
61420,2024-02-11, direct ,desktop,1607,787,2061,164,20172
61421,2024-09-07,Direct,desktop,1053,789,1505,120,7920
61422,2024-05-26,Email,tablet,449,269,489,9,828
61423,2024-03-30, direct ,smart tv,1212,618,1318,105,5040
61424,06/26/2024,Direct,tablet,1421,809,1512,120,10920
61425,2024-04-07, direct ,desktop,1129,745,1269,101,6565
61426,2024-10-24,Organic Search,mobile,1756,1158,1996,99,7029
61427,2024-09-25,Referral,tablet,992,505,1272,25,3375
61428,2024-06-21,Organic Search,tablet,933,410,1333,66,6930
61429,2024-03-19,Paid Search,Desktop,915,695,1017,50,5850
61430,05/01/2024,email,smart tv,1185,699,1411,28,1540
61431,2024-06-23,Paid Search,smart tv,866,502,952,47,4935
61432,2024-08-19,Direct,desktop,1076,581,1209,96,12960
61433,2024-06-13,Direct,mobile,1976,829,2471,197,
61434,2024-07-18, direct ,mobile,487,306,609,48,4272
61435,2024-05-05, direct ,mobile,329,256,422,33,4455
61436,2024-03-20,Direct,desktop,1696,1204,1824,145,5220
61437,2024-10-14,Referral,desktop,309,139,344,6,762
61438,2024-03-18,Paid Search,smart tv,634,418,858,42,4872
61439,2024-06-24,Organic Search,mobile,1754,1245,1887,94,10246
61440,2024-08-22,Social,smart tv,1621,1037,2053,41,5207
61441,2024-03-15,Direct,mobile,1107,553,1402,112,5824
61442,04/08/2024,Direct,tablet,1028,729,1210,96,5280
61443,2024-01-01,Organic Search,tablet,890,445,1001,50,5100
61444,2024-07-29,Social,Desktop,707,311,907,18,2142
61445,2024-09-08, direct ,mobile,2472,1409,2909,232,7888
61446,2024-08-02,Email,desktop,880,686,989,19,1539
61447,2024-02-15,Organic Search,desktop,1988,1153,2486,124,5332
61448,06/28/2024,Paid Search,desktop,1115,735,1377,68,9248
61449,2024-04-25,Paid Search,desktop,699,398,932,46,4094
61450,2024-05-25,Referral,mobile,299,167,422,8,904
61451,2024-02-17,email,mobile,1460,1153,1760,35,1645
61452,2024-02-03, direct ,mobile,1095,569,1165,93,2976
61453,2024-12-26,Referral,smart tv,1747,943,1920,38,1406
61454,2024-01-16,Email,desktop,1263,606,1780,35,840
61455,2024-03-31,email,smart tv,1035,734,1327,26,1560
61456,2024-09-30,email,Desktop,1256,791,1698,33,1716
61457,2024-03-15,Organic Search,mobile,1789,1144,2452,122,14518
61458,2024-10-06,Social,desktop,969,387,1102,22,462
61459,01/18/2024,Paid Search,Desktop,1696,1339,1928,96,9408
61460,2024-06-17,Paid Search,smart tv,1310,576,1638,81,9072
61461,09/21/2024,Social,tablet,933,625,1152,23,3266
61462,2024-03-09,email,mobile,1534,951,2073,41,1722
61463,02/25/2024,Organic Search,tablet,2290,1740,2574,128,17152
61464,2024-08-25,Organic Search,Desktop,1222,733,1746,87,10005
61465,01/16/2024,Direct,smart tv,625,487,680,54,1080
61466,2024-10-30,Direct,smart tv,421,298,485,38,1330
61467,2024-07-25,Email,tablet,474,265,516,10,230
61468,2024-08-26,Social,tablet,154,117,215,4,340
61469,2024-10-28, direct ,desktop,376,172,428,34,2448
61470,2024-03-25,Direct,desktop,1362,871,1817,145,12905
61471,2024-06-20,Organic Search,tablet,2031,1076,2161,108,11772
61472,2024-10-19,email,smart tv,1931,1525,2246,44,2684
61473,09/19/2024,Organic Search,Desktop,1020,724,1343,67,6164
61474,2024-07-01,email,Desktop,1429,957,1554,31,2263
61475,2024-05-17,Referral,Desktop,234,138,252,5,305
61476,2024-03-28,Direct,desktop,1466,1011,1811,144,7632
61477,2024-03-14, direct ,Desktop,1311,707,1639,131,2882
61478,2024-12-21,email,mobile,177,93,236,4,280
61479,2024-10-10,Paid Search,Desktop,1306,666,1742,87,10092
61480,2024-02-19,Email,Desktop,2312,1502,2753,55,6490
61481,2024-07-29,Direct,tablet,2454,1349,2854,228,26904
61482,2024-02-16,Paid Search,tablet,1813,1087,2061,103,14626
61483,2024-02-15,Referral,desktop,1820,819,2193,43,6020
61484,2024-08-09,Direct,mobile,2098,1132,2725,218,28340
61485,2024-10-26,Social,Desktop,2446,1027,2749,54,7722
61486,2024-02-01,Email,Desktop,1466,1026,1577,31,4340
61487,2024-07-10,Paid Search,smart tv,1876,919,2261,113,3729
61488,2024-05-11,email,tablet,1299,519,1547,30,3540
61489,2024-06-23,Referral,mobile,1080,496,1174,23,920
61490,2024-07-23,Organic Search,tablet,935,439,1199,59,8496
61491,2024-07-13,Paid Search,Desktop,1992,1354,2491,124,17856
61492,2024-12-12,Referral,smart tv,2176,1566,2790,55,1870
61493,2024-05-20,Paid Search,smart tv,2231,1338,2426,121,8954
61494,05/21/2024,Social,Desktop,1079,787,1301,26,2912
61495,2024-03-15,Referral,Desktop,99,70,119,2,140
61496,2024-07-15,Referral,mobile,2369,1516,2925,58,6612
61497,2024-12-01,email,mobile,1518,865,1651,33,3894
61498,2024-07-02,Referral,mobile,1412,776,1909,38,3344
61499,2024-02-20, direct ,desktop,1423,782,1849,147,6174
61500,2024-12-01,Social,tablet,154,80,168,3,210

