WeekStartDate,AdPlatform,AmountSpend,Impressions,Clicks,TotalUsers,NewUsers,Revenue,Orders,NewCustomers
2024-10-21, google ads ,4447,253479,17743,11710,5855,33345,585,292
2024-10-14,Affiliate,2226,120204,7212,5553,4220,44620,388,209
2024-12-23,Facebook Ads,2235,210090,12605,8445,5827,47264,422,227
2024-11-11,TikTok Ads,689,13780,551,468,266,5809,37,25
10/28/2024, google ads ,1117,45797,915,603,343,10206,54,37
2024-04-22,tiktok,2233,133980,1339,883,635,8453,79,61
2024-01-08,tiktok,1478,115284,3458,2178,1415,35672,196,92
03/18/2024,TikTok Ads,4404,361128,14445,13433,9403,34170,402,209
2024-08-19,Affiliate,4375,105000,3150,2425,1843,6048,72,35
2024-08-12, google ads ,1994,71784,717,451,279,3360,40,18
2024-12-09, google ads ,4470,312900,15645,13767,8948,168525,963,751
2024-08-05,Google Ads,4999,404919,4049,2510,1807,39825,225,177
2024-04-15, google ads ,3933,373635,11209,9639,7325,24640,385,281
2024-09-09,Affiliate,4722,99162,6941,4581,2336,15572,229,121
03/18/2024,TikTok Ads,773,57202,3432,2127,1382,13175,85,51
2024-07-01,Google Ads,1666,156604,10962,8988,4853,32328,449,197
2024-11-25,Facebook Ads,4400,426800,17072,15364,10140,47840,460,312
2024-05-13,Facebook Ads,2206,119124,7147,4288,3387,35096,214,154
2024-03-25,Google Ads,4176,384192,7683,4840,3436,47415,435,252
03/04/2024,TikTok Ads,,161038,9662,9082,6629,22304,544,299
2024-06-24,tiktok,2606,218904,4378,3677,2463,11613,147,97
2024-04-01,TikTok Ads,2582,222052,11102,10213,7761,69768,612,483
2024-12-09,Affiliate,3316,288492,5769,5019,2810,54405,351,164
2024-03-11,tiktok,4350,217500,4350,2697,2022,13524,161,115
2024-06-10, google ads ,4535,426290,17051,12617,8705,96264,504,302
2024-02-12,Affiliate,3047,301653,15082,9049,4976,81360,452,207
2024-04-15,Google Ads,2177,111027,3330,2530,1467,17169,177,118
04/01/2024,tiktok,,181720,1817,1181,791,1702,23,14
2024-08-05,TikTok Ads,662,62228,4355,2830,1669,7812,84,47
2024-08-19,Affiliate,2269,192865,3857,3317,2388,10065,165,128
2024-10-28,Facebook Ads,1477,81235,812,584,391,7440,40,21
2024-06-17,tiktok,853,60563,3028,2816,1520,5600,140,107
2024-01-22,Facebook Ads,1249,39968,799,623,311,924,12,7
2024-05-06,Affiliate,4830,429870,21493,18054,9207,213447,1263,568
2024-07-22, google ads ,2543,178010,12460,9718,6899,103132,874,384
2024-09-16, google ads ,2173,49979,2498,1598,1118,8442,63,34
2024-06-17, google ads ,1973,55244,1104,960,710,4891,67,52
2024-04-15,Google Ads,2276,127456,1274,955,668,6308,76,46
2024-03-04,Affiliate,1849,61017,1220,732,483,-1505,43,26
2024-04-08,TikTok Ads,964,33740,1349,1146,595,4680,45,30
2024-08-05,TikTok Ads,3226,177430,5322,4949,2474,5782,98,59
2024-02-05,TikTok Ads,4036,367276,7345,6316,3979,37128,442,300
2024-10-21,Facebook Ads,4248,280368,5607,4149,2364,15128,248,101
2024-08-26,Facebook Ads,1391,47294,945,822,501,5986,41,18
2024-03-18,TikTok Ads,4405,180605,1806,1607,851,19104,96,50
2024-12-09,Affiliate,3008,195520,3910,3519,2568,22155,211,90
2024-02-12,tiktok,2489,149340,4480,3091,2256,43924,278,144
2024-02-12,tiktok,1037,47702,477,443,248,2236,13,9
2024-06-17,Facebook Ads,3523,70460,704,499,354,2552,44,32
2024-09-02,Google Ads,4854,320364,19221,17298,12627,56925,345,248
2024-06-03,Google Ads,4515,126420,1264,1023,797,13203,81,51
2024-09-16,Facebook Ads,1393,48755,2925,1755,1140,2450,70,55
2024-01-08, google ads ,2254,200606,4012,2728,1554,15974,163,112
2024-01-22,tiktok,4221,206829,6204,5087,2899,15756,101,61
2024-12-16,Google Ads,1016,67056,2011,1628,1188,1952,32,21
2024-07-29,Facebook Ads,1036,70448,3522,2289,1442,24705,183,111
2024-08-19,Facebook Ads,4775,253075,2530,1948,1110,11426,58,42
2024-02-05,tiktok,4986,423810,21190,15256,10526,75640,1220,756
2024-01-29,Google Ads,1460,131400,6570,5321,4150,58776,372,148
2024-02-26,TikTok Ads,2060,82400,824,675,425,4360,40,28
2024-12-02,tiktok,,96071,5764,5418,3467,18993,487,345
2024-04-29,Google Ads,2554,132808,2656,2390,1577,7722,143,80
2024-02-05,TikTok Ads,2977,288769,17326,12994,7016,175437,909,536
2024-11-25, google ads ,1561,53074,2122,1506,888,7455,105,73
2024-04-01,Facebook Ads,2255,173635,10418,7500,5325,16800,525,346
2024-04-29, google ads ,3334,166700,3334,2700,1701,17928,108,74
2024-09-09,Facebook Ads,2164,140660,2813,2137,1453,3286,106,65
2024-02-05,Google Ads,1254,72732,4363,3926,2394,9282,78,54
2024-12-23,tiktok,4785,143550,4306,2712,1735,12231,81,38
2024-10-07,Google Ads,4464,441936,26516,18561,12621,36696,556,250
2024-01-15,tiktok,3292,164600,6584,4542,2498,21080,136,54
2024-08-26,Google Ads,4846,208378,8335,7251,4423,41076,652,502
2024-09-23, google ads ,4376,201296,10064,8856,6730,47790,354,233
2024-03-18,tiktok,2900,266800,10672,7790,5219,13330,155,65
2024-09-09,tiktok,849,50091,2504,1852,1259,12900,129,74
2024-01-22,Affiliate,2108,139128,6956,5217,3338,23088,208,139
2024-09-30,Google Ads,3341,260598,10423,8755,5603,155826,787,464
2024-12-09,Google Ads,2705,194760,7790,5063,2885,7843,253,169
2024-08-26,TikTok Ads,2356,167276,5018,4114,2591,38110,370,229
2024-12-16,Google Ads,875,32375,1295,828,513,4389,57,30
2024-12-16, google ads ,2189,70048,1400,1260,718,5300,100,78
2024-07-29, google ads ,677,41974,2518,1838,1415,4730,110,63
2024-06-10,Facebook Ads,4828,246228,2462,1994,1355,14157,99,52
2024-03-25,TikTok Ads,1494,115038,1150,897,547,12160,80,49
2024-07-01,Facebook Ads,2568,218280,13096,8119,5683,32944,568,278
2024-01-15,Google Ads,1280,49920,499,384,203,2415,23,10
2024-01-15,Facebook Ads,2639,65975,1979,1385,927,9545,83,39
2024-12-09, google ads ,2806,277794,8333,6166,3329,32132,554,343
2024-09-02, google ads ,4970,203770,10188,6622,3443,61579,463,240
2024-10-21,tiktok,,210061,12603,8444,5995,16128,168,68
2024-02-12,Affiliate,808,29088,2036,1689,1216,21712,118,51
2024-10-28,TikTok Ads,1764,56448,564,383,283,1254,22,16
2024-06-10,Affiliate,3210,93090,2792,2624,1390,17427,157,80
2024-09-09,TikTok Ads,1175,58750,587,534,395,3552,48,26
2024-04-08,TikTok Ads,3323,319008,12760,10080,6148,28728,504,216
2024-08-12, google ads ,1843,110580,7740,6424,3276,31779,321,211
2024-01-29,Facebook Ads,3052,100716,3021,2628,1497,8372,52,25
01/15/2024, google ads ,1564,92276,1845,1162,708,11542,58,30
2024-04-15, google ads ,4335,112710,7889,5443,3374,20398,217,169
2024-10-21, google ads ,3204,153792,1537,1122,617,8800,100,65
2024-02-26,Facebook Ads,3383,145469,1454,1366,792,2646,27,18
2024-10-28,tiktok,3677,88248,2647,1879,1240,12555,93,66
2024-12-09, google ads ,2170,123690,4947,4106,3120,25256,328,131
2024-05-13,Affiliate,4006,264396,7931,5948,3330,13528,178,124
2024-01-01,Affiliate,3842,211310,8452,7353,4411,18081,147,104
2024-11-25,Google Ads,881,60789,3039,1823,1112,30340,164,93
2024-04-01, google ads ,,210045,8401,5460,4149,21021,273,199
2024-09-30,TikTok Ads,1849,53621,536,337,205,3056,16,12
2024-08-19,Google Ads,672,34944,1747,1100,616,5676,44,23
2024-02-05,Google Ads,2489,181697,12718,7885,4021,23397,709,304
2024-10-21,tiktok,4214,244412,14664,11877,7007,133950,950,731
2024-07-29,TikTok Ads,2705,167710,10062,9357,6830,7293,187,117
2024-12-16,Facebook Ads,3938,114202,2284,1644,871,13083,147,91
2024-10-14,Facebook Ads,1818,118170,5908,3544,2020,25665,177,79
2024-04-01,Affiliate,4145,393775,23626,21027,11775,111012,1682,1042
2024-06-10,Google Ads,3606,173088,1730,1055,727,-14382,94,47
2024-05-20,Facebook Ads,3127,287684,8630,6299,4157,71882,566,373
2024-07-15, google ads ,4862,150722,9043,6149,4427,34776,184,141
2024-08-26,tiktok,1788,98340,5900,3717,2899,11470,185,135
2024-10-14,Google Ads,,147056,8823,7146,5145,68544,357,203
2024-11-18,Google Ads,1330,31920,319,287,152,2992,22,9
2024-10-07, google ads ,1140,92340,3693,3139,2008,6634,62,39
2024-03-11,Facebook Ads,1319,120029,8402,5797,3420,73461,521,338
2024-02-05,Affiliate,700,49000,2450,2205,1212,8118,198,128
2024-06-17,Affiliate,4396,391244,23474,18074,11748,66666,1626,1154
2024-08-26,tiktok,4393,202078,2020,1858,1467,17572,92,50
2024-10-14,TikTok Ads,1533,85848,6009,5348,2994,48320,320,128
2024-10-28,Google Ads,1538,99970,3998,3038,1944,20748,273,161
2024-01-15, google ads ,876,79716,3985,3586,2761,4118,71,46
2024-01-29,tiktok,1204,57792,1155,1016,680,4740,30,14
2024-06-17,TikTok Ads,4160,191360,1913,1224,660,13200,110,62
2024-01-15,tiktok,4218,101232,1012,809,461,4800,40,27
2024-02-05, google ads ,4389,162393,11367,10457,5437,31926,313,169
2024-01-29,Google Ads,1151,48342,1450,1232,702,5472,36,23
2024-09-02,Affiliate,851,68931,4825,4535,2539,42024,408,297
2024-08-05,Facebook Ads,4356,361548,10846,8785,6237,31600,790,331
2024-02-12,tiktok,4860,335340,3353,2581,1342,8855,77,41
2024-06-17,Facebook Ads,951,70374,4222,2617,1334,13167,209,102
2024-04-15,TikTok Ads,,220698,8827,7856,4635,51496,628,471
2024-06-03,Facebook Ads,2139,62031,2481,2108,1180,24759,189,105
2024-04-29,TikTok Ads,1963,170781,8539,7172,5163,72288,502,356
2024-12-23,Google Ads,3367,158249,9494,5886,3708,43710,235,141
2024-08-26,Affiliate,2052,92340,5540,4875,2632,26718,146,96
2024-08-05,TikTok Ads,3708,304056,12162,10702,6207,118770,642,372
2024-10-07,tiktok,578,42194,1687,1535,1089,1290,30,13
2024-11-04, google ads ,4134,289380,8681,5555,3277,31706,166,116
2024-06-10,tiktok,1048,27248,1634,996,567,1235,19,7
2024-05-27,Google Ads,3101,99232,2976,2142,1263,16128,128,53
2024-07-08, google ads ,3015,69345,4854,3591,2800,12496,71,35
2024-04-29,Google Ads,4198,331642,13265,10877,7505,29340,978,586
2024-07-15,TikTok Ads,4343,277952,8338,6086,3469,21112,182,132
2024-03-25,Facebook Ads,2257,106079,4243,3521,1795,3500,70,28
2024-01-22,Facebook Ads,3028,221044,13262,12201,7564,73810,610,280
2024-07-22,tiktok,985,58115,2905,2062,1505,11070,82,61
2024-07-15,Affiliate,2566,100074,2001,1240,694,1702,37,18
2024-09-30,Affiliate,4081,269346,10773,7217,4907,38659,577,259
2024-06-03,Affiliate,4164,149904,5996,5636,3663,30082,169,131
2024-04-01,TikTok Ads,2111,80218,4813,3609,2129,23004,324,230
2024-02-12,Affiliate,3572,303620,9108,6922,4914,80185,553,359
2024-07-15,Affiliate,3047,207196,10359,9115,6289,14469,273,120
2024-06-24,Google Ads,2719,195768,5873,4228,3213,41145,211,135
2024-07-15,Google Ads,2284,130188,7811,7264,3922,30597,217,151
2024-07-29,Affiliate,4455,173745,5212,3387,2607,31860,270,210
2024-05-13,Google Ads,1103,25369,1268,773,494,1590,15,7
2024-04-29, google ads ,1824,145920,5836,3735,2390,17487,261,177
2024-07-29,Google Ads,3628,224936,11246,6860,4390,64141,343,260
2024-12-16, google ads ,2594,116730,2334,1423,953,1456,28,17
2024-12-16,Affiliate,3439,161633,11314,9051,6335,12851,181,123
2024-10-07,Facebook Ads,4563,328536,19712,13404,6702,127836,804,578
2024-01-01, google ads ,2829,220662,2206,1411,832,19306,98,69
2024-12-09,Facebook Ads,4334,290378,11615,7085,4605,36108,354,169
2024-04-08,Google Ads,2268,122472,7348,5364,4183,86278,482,207
2024-02-19,TikTok Ads,791,16611,332,212,110,3686,19,13
2024-04-15,tiktok,3066,131838,3955,2847,2078,12258,227,165
2024-03-25,Affiliate,4865,238385,4767,3289,2236,5371,131,91
04/01/2024,tiktok,2189,135718,2714,2252,1261,5376,112,52
2024-07-08,Google Ads,2001,112056,3361,2890,1994,29640,260,179
2024-10-14,Affiliate,4845,266475,15988,10552,5487,38824,211,111
2024-12-02,Facebook Ads,4092,143220,5728,4525,3031,30968,316,126
2024-09-23,Affiliate,1961,84323,2529,1896,1004,12502,94,44
2024-04-22, google ads ,2354,216568,6497,5912,3192,33335,295,129
2024-01-01, google ads ,1112,62272,1245,1170,631,2829,23,14
2024-07-08,Google Ads,2805,157080,6283,4460,2854,23674,133,71
2024-02-05,Facebook Ads,2097,127917,1279,844,607,2640,33,13
2024-05-27,Affiliate,1773,125883,2517,2063,1567,32505,165,123
2024-12-02,Facebook Ads,4333,86660,6066,5520,3312,21670,110,82
2024-06-24,Google Ads,1300,122200,8554,5816,4129,30972,174,125
2024-09-16,Google Ads,2023,70805,1416,1076,817,3003,21,11
2024-04-29,TikTok Ads,1929,135030,6751,5400,3618,48384,378,154
2024-02-05,tiktok,4073,81460,1629,1531,887,2025,45,22
2024-10-21,Google Ads,2197,79092,3954,3281,2460,16268,196,143
2024-04-01,Facebook Ads,771,50115,2505,2154,1206,8256,43,31
2024-06-17, google ads ,997,28913,867,684,533,5454,54,29
2024-12-09,Facebook Ads,3087,259308,12965,12057,8922,61845,1085,726
05/27/2024,TikTok Ads,3913,195650,3913,2386,1789,3266,71,31
2024-01-01,Google Ads,2629,239239,11961,10406,7492,37128,728,531
2024-05-06,Affiliate,2873,247078,12353,11364,7045,-116508,1022,633
2024-03-11,tiktok,4082,334724,3347,2175,1131,17160,130,88
2024-06-10,tiktok,3684,121572,3647,2516,1509,16281,201,136
2024-06-24,Google Ads,996,75696,4541,3405,2587,31824,204,124
2024-02-12,tiktok,3856,273776,19164,11881,6059,37736,356,217
2024-03-04,Affiliate,2037,126294,6314,4104,2626,-39852,246,162
11/11/2024,tiktok,4801,417687,8353,7267,3851,22236,218,167
2024-05-13,Google Ads,2031,192945,13506,12425,7330,-52150,745,499
2024-01-15,Affiliate,3214,234622,4692,3190,2201,3150,63,25
2024-03-18,Google Ads,4860,413100,8262,5535,3542,14365,221,139
2024-11-25, google ads ,1938,91086,4554,3961,2931,14042,118,48
2024-04-08,TikTok Ads,1911,118482,2369,1539,877,3638,107,65
2024-01-01,Affiliate,3749,119968,3599,2663,2077,15089,79,52
2024-06-10,tiktok,,35664,2139,1540,1016,5658,138,74
01/22/2024,TikTok Ads,1769,38918,1945,1653,1057,8970,115,85
2024-02-19,TikTok Ads,631,21454,858,686,514,4464,48,33
2024-04-08,Google Ads,784,51744,2069,1737,903,7314,69,37
04/08/2024,Google Ads,4048,250976,12548,10163,6504,38367,609,286
2024-08-05,Google Ads,2165,90930,909,763,572,2052,38,22
2024-10-14, google ads ,4287,351534,24607,15256,9916,61238,457,283
2024-10-07, google ads ,3495,76890,768,491,304,6825,39,19
2024-04-29, google ads ,4461,263199,2631,1736,989,19872,138,102
2024-04-22,Affiliate,2405,211640,10582,8042,4101,18297,321,221
2024-01-01,tiktok,4711,268527,18796,17104,11801,160056,1026,738
2024-07-15,tiktok,534,15486,154,140,95,1749,11,5
2024-03-25,Facebook Ads,539,33418,1670,1085,542,1974,21,14
2024-09-23, google ads ,3910,86020,6021,3853,2812,3696,77,53
2024-02-12,tiktok,1370,45210,452,348,177,3192,24,13
2024-02-12,Facebook Ads,2706,265188,13259,8618,6118,59856,344,141
2024-11-11,Affiliate,1270,99060,6934,5824,4484,14550,291,151
2024-04-01,TikTok Ads,618,33372,667,446,321,5145,35,27
2024-07-08,tiktok,4271,354493,3544,2268,1746,6732,68,31
2024-08-26,TikTok Ads,3322,289014,20230,16386,10159,60260,655,471
2024-09-09,TikTok Ads,918,44064,3084,2467,1924,4182,123,75
2024-01-29,Affiliate,603,21105,1477,1137,818,5320,56,30
2024-09-23,TikTok Ads,1460,68620,2744,2167,1191,8686,86,43
2024-06-17, google ads ,1616,72720,2181,2050,1209,26240,164,123
2024-06-03,tiktok,1482,87438,874,812,454,3144,24,15
2024-07-01,TikTok Ads,3967,222152,4443,3998,2438,39601,199,123
2024-01-15, google ads ,4419,106056,5302,4877,3462,8051,97,68
2024-04-22,Affiliate,1646,70778,707,431,232,6596,34,25
2024-07-15,Google Ads,4838,179006,12530,11778,7420,23500,235,164
2024-01-01,TikTok Ads,2349,101007,1010,838,578,12600,75,49
2024-11-04,tiktok,1390,59770,3586,3119,2120,7068,62,37
2024-06-10,TikTok Ads,1571,84834,1696,1560,1107,6624,46,32
2024-12-02, google ads ,3327,266160,7984,6866,5355,16714,137,97
2024-07-22,tiktok,4799,393518,27546,19282,13690,95948,1156,705
2024-08-26,Affiliate,3749,202446,4048,3481,2436,53523,313,165
2024-01-29,Affiliate,2451,112746,6764,4870,3798,45260,292,157
2024-09-09,tiktok,2113,192283,7691,7152,4648,57772,572,326
2024-04-22, google ads ,3429,126873,1268,989,494,4450,89,67
2024-07-08,Google Ads,752,71440,4286,3343,2106,34000,200,128
2024-05-13,Google Ads,1957,183958,3679,2391,1888,7021,119,59
2024-08-05,tiktok,4197,159486,9569,6411,4487,41472,576,374
2024-08-05,tiktok,4041,238419,16689,10514,7570,137924,841,353
12/02/2024,Google Ads,659,15816,158,99,73,218,2,1
2024-01-22, google ads ,2413,207518,14526,11766,7294,26085,705,387
2024-03-18,TikTok Ads,4211,277926,5558,3835,2185,32130,306,146
2024-02-19, google ads ,2279,200552,8022,4973,2635,87612,447,312
2024-10-21,Affiliate,2123,144364,2887,2049,1188,18584,184,92
2024-04-15,Facebook Ads,1664,49920,1497,1167,665,14415,93,38
2024-07-29,Affiliate,1963,53001,1590,1208,724,7200,48,24
2024-04-01,Google Ads,1680,77280,1545,927,611,5292,27,17
2024-08-19,tiktok,4916,452272,27136,17909,9133,146064,1074,730
2024-01-01,tiktok,4666,135314,4059,3571,2356,13490,71,54
2024-06-17,Facebook Ads,2370,232260,11613,9754,6145,70200,780,507
2024-11-18,Affiliate,3364,292668,14633,12291,6760,62357,491,211
2024-07-22,Facebook Ads,3055,274950,2749,2034,1139,3159,81,32
2024-12-09, google ads ,1650,66000,3300,2574,1827,4620,154,93
2024-04-01,Affiliate,1489,38714,1548,1021,643,1880,20,14
2024-04-15,Google Ads,3014,123574,4942,3706,1964,28231,259,189
2024-12-09, google ads ,683,29369,293,187,136,2072,14,8
08/12/2024,Google Ads,4210,416790,12503,7751,4960,36270,310,192
07/08/2024,tiktok,2919,64218,642,430,245,2940,21,12
2024-04-15,tiktok,2822,149566,5982,4486,2691,60144,358,200
2024-02-19,TikTok Ads,3407,102210,3066,1900,950,18582,114,50
2024-08-19, google ads ,1158,72954,3647,3136,1944,7254,62,48
2024-01-08,tiktok,3561,238587,4771,3912,2151,64416,352,179
05/06/2024,Affiliate,3863,366985,7339,5063,3898,56295,405,247
2024-02-26,TikTok Ads,1037,97478,5848,5204,4111,9568,208,128
2024-08-05,Google Ads,3735,253980,15238,10818,6058,75600,432,298
2024-04-22,Google Ads,1216,119168,2383,2240,1590,6996,44,25
2024-01-22,TikTok Ads,879,48345,1933,1739,1078,13520,104,68
2024-11-04, google ads ,4490,237970,11898,10589,8047,99060,635,330
2024-10-21, google ads ,3160,97960,3918,3604,2054,43092,252,133
2024-05-20,Affiliate,3775,335975,16798,10078,5139,19617,503,316
2024-03-04,TikTok Ads,3029,218088,10904,10249,7686,94644,717,566
2024-01-08, google ads ,1150,27600,1656,1391,737,2952,41,23
2024-02-05,Affiliate,2235,98340,5900,4484,2331,36288,224,174
2024-03-18,TikTok Ads,3870,205110,2051,1743,1045,9048,104,73
2024-03-18,tiktok,507,30420,608,528,295,2604,31,23
2024-10-28,TikTok Ads,3427,137080,9595,9019,5501,77904,541,313
2024-03-18,Facebook Ads,2669,114767,2295,1445,1054,4472,86,35
2024-07-22,TikTok Ads,3606,173088,1730,1332,959,7332,39,18
2024-06-03,Facebook Ads,3210,314580,6291,4969,3180,4851,99,68
2024-02-05,tiktok,1881,112860,3385,2335,1704,17112,93,59
2024-07-15,Google Ads,645,56760,1135,885,637,9450,70,50
2024-11-04,tiktok,3010,213710,6411,5257,3837,18060,105,55
2024-08-19, google ads ,799,58327,1166,967,734,4221,67,43
2024-12-09, google ads ,2004,94188,1883,1374,865,11424,68,39
2024-07-15,Google Ads,2962,204378,8175,5313,2922,9540,318,228
2024-05-13,Google Ads,1112,37808,2268,1814,1324,17280,90,39
2024-07-22,Google Ads,1397,53086,3716,2564,1794,-22017,179,98
2024-09-23, google ads ,2446,185896,11153,9033,4968,64960,812,357
2024-01-08,Google Ads,1210,38720,1161,1044,709,17670,93,60
2024-01-22,TikTok Ads,3534,314526,15726,14625,8043,12556,292,204
02/19/2024, google ads ,3402,173502,12145,11051,8619,114310,994,417

