PropertyID,ListingDate,PropertyType,City,Bedrooms,Bathrooms,SquareFeet,MonthlyRent,MaintenanceCosts,IsOccupied,TenantChurn_Flag
90976,2024-05-05, apartment ,Houston,4,3.5,1924,4247.62361455673,558,No,Yes
90977,2023-05-03,single family,San Antonio,2,1.5,1092,1437.23829796633,380,No,No
90978,2023-04-07, apartment ,Austin,3,3.5,2361,5527.75066944126,240,Yes,No
90979,2024-03-31,Condo,Houston,5,5,3480,4404.17902170502,559,Yes,No
90980,2023-07-12,Townhouse,Houston,2,1.5,1478,,476,Yes,No
90981,2024-09-15,Townhouse,Houston,5,5.5,2035,4987.94986241239,758,Yes,No
90982,2024-08-06, apartment ,Austin,2,2,1294,,350,Yes,No
90983,2023-12-07,Single Family,Austin,3,3,1215,1607.43024332026,92,Yes,No
90984,2023-05-27,Apartment,Dallas,4,4.5,2772,4697.78113257912,74,No,No
90985,2024-07-04,Single Family,San Antonio,3,3,1788,4596.39062887504,112,Yes,No
90986,2024-10-13,Apartment,San Antonio,4,3.5,2840,7237.78562023015,690,Yes,No
90987,2023-05-18,Apartment,Houston,3,3.5,1743,3635.60798309199,643,Yes,No
90988,2024-02-07, apartment ,Houston,1,1,547,727.886187918105,741,Yes,No
90989,2024-03-28,single family,San Antonio,5,5.5,3275,8511.32960246006,59,No,Yes
90990,2024-07-29,Apartment,Houston,5,5.5,2275,5495.51748687775,316,Yes,No
90991,2023-05-11,Single Family,Dallas,1,1.5,509,661.202454293055,66,No,Yes
90992,2024-02-21,Apartment,Houston,1,1,550,721.337491397903,298,Yes,No
90993,2023-11-17,Townhouse,Houston,4,4.5,1668,3018.66911960015,656,Yes,No
90994,2023-11-10,Townhouse,Dallas,3,3.5,2157,3609.51465315573,152,No,Yes
90995,2023-03-29, apartment ,Austin,2,2.5,1130,2489.46822714595,513,Yes,No
90996,11/29/2023,Townhouse,Austin,3,3.5,2142,5367.24616698644,228,Yes,No
90997,2024-09-20,Condo,Houston,3,2.5,1584,2569.18202946837,503,No,No
90998,2023-08-04,single family,Houston,3,2.5,1776,4764.16524415955,101,No,No
90999,2023-12-18,Condo,San Antonio,1,1.5,746,1357.34387969307,635,No,No
91000,2024-07-13,single family,Houston,5,5,2545,6141.30385766938,535,Yes,No

