RecordID,Date,Platform,Impressions,Reach,PageViews,FollowersGained,Engagements,PostsPublished,VideoViews,WatchTimeMins,WebUsers,Purchases,Revenue,Sessions
51006,2024-05-15,Facebook,2668,1734,650,47,53,3,0,0,83,0,0,99
51007,2024-04-27, instagram ,3874,3215,265,4,232,3,0,0,337,0,0,404
51008,2024-03-12,Facebook,-1761,1091,681,46,246,3,0,0,220,0,0,264
51009,05/29/2024,youtube,162,81,552,5,4,0,9253,29461,273,0,0,327
51010,2024-03-09,Instagram,2633,2343,421,47,131,2,0,0,336,0,0,403
51011,2024-03-10,Instagram,3686,2211,760,33,221,1,0,0,476,9,630,571
51012,2024-05-25,YouTube,605,399,235,37,24,1,4741,24105,75,0,0,90
51013,2024-04-16, instagram ,4075,1874,155,32,40,3,0,0,361,0,0,433
51014,2024-03-04, instagram ,2748,1841,165,45,219,3,0,0,102,0,0,122
51015,2024-05-24,Facebook,4549,3730,549,35,90,2,0,0,222,0,0,266
51016,2024-03-17,YouTube,1591,652,194,17,63,1,1413,47885,214,0,0,256
51017,2024-04-12,LinkedIn,2027,891,26,29,222,2,0,0,295,0,0,354
51018,2024-05-22,LinkedIn,2274,1318,791,22,22,0,0,0,312,0,0,374
51019,2024-05-25,LinkedIn,3929,1846,23,44,392,1,0,0,215,0,0,258
51020,2024-05-01, instagram ,2555,1916,731,4,76,3,0,0,455,0,0,546
51021,2024-05-09,YouTube,2274,1364,527,39,45,0,7543,38577,299,0,0,358
51022,2024-03-06, instagram ,3366,1918,554,43,201,3,0,0,359,0,0,430
51023,2024-03-19,youtube,2370,2014,497,41,331,2,5820,2143,299,9,1062,358
51024,2024-05-25,youtube,4209,2441,187,18,84,0,9135,7887,278,0,0,333
51025,2024-05-09,YouTube,3189,1275,259,37,127,0,4864,11537,339,0,0,406
51026,2024-05-09,youtube,-4992,3694,482,40,648,1,3958,41799,368,0,0,441
51027,2024-05-28,YouTube,2207,993,428,18,198,0,6644,35979,460,8,,552
51028,2024-04-14,LinkedIn,225,92,709,4,22,2,0,0,110,0,0,132
51029,2024-05-02,YouTube,3314,2651,734,21,265,0,8236,10940,493,8,1120,591
51030,2024-03-06, instagram ,1139,842,431,31,159,0,0,0,198,0,0,237
51031,2024-03-14,Facebook,194,122,397,2,13,2,0,0,289,0,0,346
51032,2024-03-05,Instagram,3972,3177,343,27,198,1,0,0,181,0,0,217
51033,2024-05-05, instagram ,774,634,30,-3,7,3,0,0,439,0,0,526
51034,2024-04-08,Instagram,1157,960,679,44,46,0,0,0,468,0,0,561
51035,2024-04-23,Facebook,2857,2057,342,37,85,3,0,0,422,0,,506
51036,2024-05-24,LinkedIn,2020,1636,29,43,60,0,0,0,400,1,126,480
51037,2024-05-13,youtube,4144,2072,362,-2,497,3,7844,9027,408,4,320,489
51038,2024-03-07,Instagram,3139,2165,166,2,94,3,0,0,230,0,0,276
51039,2024-04-25,YouTube,4793,2540,605,39,383,2,8878,29469,255,0,0,306
51040,2024-05-11,Instagram,4125,3547,740,3,536,0,0,0,207,0,0,248
51041,2024-03-23,LinkedIn,755,505,408,30,52,0,0,0,423,0,0,507
51042,2024-03-04,YouTube,2373,2064,265,28,71,0,7134,35860,360,7,,432
51043,2024-03-16,YouTube,3190,2839,82,21,63,2,9748,18724,268,0,0,321
51044,2024-05-05,Facebook,3873,2052,563,46,271,0,0,0,295,0,0,354
51045,2024-05-26,Instagram,4101,2091,174,38,492,0,0,0,67,4,228,80
51046,2024-05-02,Instagram,1542,678,326,39,138,0,0,0,381,0,0,457
51047,2024-04-09,Facebook,1380,786,16,30,55,2,0,0,132,8,1128,158
51048,2024-04-30,LinkedIn,2979,1459,312,42,178,0,0,0,401,0,0,481
51049,2024-03-08,youtube,3557,1849,494,28,35,0,8849,17745,316,0,0,379
51050,2024-03-24,youtube,2858,1829,642,49,314,3,2155,29314,66,0,0,79
51051,2024-04-21,LinkedIn,2145,1244,98,32,85,1,0,0,339,0,0,406
51052,2024-05-27,Instagram,310,201,405,5,24,2,0,0,176,0,0,211
51053,2024-03-04,Facebook,3036,1973,404,-4,91,2,0,0,355,0,0,426
51054,2024-03-11,youtube,2065,1362,237,6,247,2,8969,48213,443,0,0,531
51055,2024-04-28,Instagram,3111,1524,695,25,124,0,0,0,386,0,0,463
51056,2024-03-30, instagram ,2296,1377,582,13,137,2,0,0,286,0,0,343
51057,2024-04-27,youtube,4899,3233,387,-4,293,3,2149,28737,162,7,469,194
51058,2024-04-08,Facebook,2877,1985,137,5,258,3,0,0,433,7,854,519
51059,2024-03-04,YouTube,2357,1979,482,8,212,2,9133,26100,292,0,0,350
51060,2024-03-06, instagram ,2230,1315,557,30,22,1,0,0,345,0,0,414
51061,2024-04-28,LinkedIn,2890,1445,763,-2,346,3,0,0,100,2,192,120
51062,2024-04-26,LinkedIn,2579,1289,183,-4,361,1,0,0,318,0,0,381
51063,2024-03-22,YouTube,4803,3890,217,18,96,1,9468,24337,310,8,912,372
51064,2024-03-13,youtube,4240,2416,686,-1,254,2,6419,7187,97,0,0,116
51065,2024-05-17,youtube,2639,1372,589,16,263,2,518,27452,63,0,0,75
51066,2024-03-06,Instagram,-3630,2577,126,44,217,2,0,0,292,6,396,350
51067,2024-03-07,Facebook,1818,909,682,35,254,1,0,0,313,4,280,375
51068,2024-05-11,LinkedIn,4382,1840,464,31,350,3,0,0,369,0,0,442
51069,2024-04-09,LinkedIn,2524,1842,376,39,201,2,0,0,485,0,0,582
51070,2024-03-13, instagram ,2819,1240,418,35,310,0,0,0,243,0,0,291
51071,2024-03-21,LinkedIn,2065,1631,212,47,247,3,0,0,429,0,0,514
51072,2024-05-17,LinkedIn,3654,1680,682,16,292,3,0,0,142,0,0,170
51073,2024-04-21,YouTube,4497,1888,100,11,44,2,500,26786,132,0,0,158
51074,2024-05-18,Instagram,2453,2085,559,47,98,2,0,0,305,7,826,366
51075,2024-04-03,Instagram,1368,560,258,37,164,0,0,0,482,0,0,578
51076,05/25/2024,Facebook,810,696,269,2,24,1,0,0,399,0,0,478
51077,2024-04-13,YouTube,1467,792,770,3,190,2,935,18594,342,4,180,410
51078,2024-05-06,Facebook,3397,2309,169,25,407,3,0,0,458,8,720,549
51079,2024-03-03,Instagram,1646,954,456,31,131,0,0,0,80,0,0,96
51080,2024-03-21,Facebook,4803,3602,120,21,192,2,0,0,460,0,0,552
51081,2024-03-05,Facebook,442,322,246,29,39,0,0,0,417,5,,500
51082,2024-04-24,Facebook,3888,2527,543,6,116,3,0,0,402,6,738,482
51083,2024-05-02,Facebook,1473,913,78,49,88,1,0,0,268,0,0,321
51084,2024-05-12,Facebook,2591,1347,794,37,181,1,0,0,480,0,0,576
51085,2024-03-26, instagram ,4257,3107,547,1,510,1,0,0,404,0,0,484
51086,2024-05-09,youtube,252,176,773,-3,20,0,1158,26918,464,0,0,556
51087,2024-04-21,Instagram,3945,1696,773,37,473,3,0,0,466,9,1152,559
51088,2024-03-31,youtube,3490,3071,87,32,139,3,2020,36699,159,0,0,190
51089,2024-05-19,Instagram,1174,997,485,40,117,3,0,0,285,1,111,342
51090,2024-05-06,Facebook,1057,697,522,24,21,0,0,0,450,0,0,540
51091,2024-05-05,LinkedIn,1170,982,176,5,93,0,0,0,89,0,0,106
51092,2024-04-10,YouTube,2891,2486,70,49,144,2,1678,11687,225,0,0,270
51093,2024-04-18,Instagram,1882,828,334,25,225,3,0,0,347,0,0,416
51094,2024-04-11,LinkedIn,3310,2350,785,9,397,2,0,0,296,0,0,355
51095,2024-03-01,youtube,2572,1414,588,25,231,1,9273,40588,69,0,0,82
51096,2024-03-18,YouTube,-2976,2172,206,-4,297,0,2894,3976,386,0,0,463
51097,2024-05-18,youtube,1529,1207,311,42,30,1,8391,30465,246,0,0,295
51098,2024-03-02,LinkedIn,2734,2241,759,33,300,1,0,0,133,0,0,159
51099,2024-03-10,youtube,591,283,259,46,41,1,8174,47586,240,8,856,288
51100,2024-04-13,YouTube,3690,1918,239,21,442,3,5021,5394,420,0,0,504
51101,2024-04-27,youtube,2685,2067,337,4,214,2,8143,27963,314,0,0,376
51102,2024-05-19,youtube,1558,701,62,42,109,1,2816,12808,427,0,0,512
51103,2024-03-15,YouTube,589,459,59,-1,5,2,642,11138,246,0,0,295
51104,2024-04-23,youtube,1357,1207,402,12,122,3,4793,5618,276,3,342,331
51105,2024-05-01,LinkedIn,1587,1237,277,39,63,3,0,0,362,8,640,434
51106,2024-05-13,Instagram,4323,3285,503,43,432,2,0,0,465,3,438,558
51107,2024-03-25,LinkedIn,2617,1099,372,-5,314,3,0,0,340,9,378,408
51108,2024-05-04, instagram ,2796,2069,53,-1,335,0,0,0,184,0,0,220
51109,04/19/2024,youtube,3379,3007,339,37,270,3,6539,5149,416,4,220,499
51110,2024-05-09,LinkedIn,1105,872,445,18,143,3,0,0,136,0,0,163
51111,2024-05-02,LinkedIn,1419,1007,232,13,28,1,0,0,255,5,225,306
51112,2024-05-08,YouTube,2767,2019,42,45,138,0,7788,24214,242,0,0,290
51113,2024-03-28,LinkedIn,2034,1383,689,3,183,1,0,0,182,0,0,218
51114,2024-03-22,youtube,216,95,430,40,21,2,2411,39168,469,5,235,562
51115,2024-05-27,Facebook,4519,3705,589,-2,225,3,0,0,277,3,225,332
51116,2024-03-30,YouTube,339,213,599,-2,33,1,6567,8444,136,0,0,163
51117,2024-04-10, instagram ,3428,1885,676,0,205,2,0,0,447,0,0,536
51118,2024-04-08, instagram ,1777,1243,79,48,35,1,0,0,416,0,0,499
51119,2024-05-02,LinkedIn,3409,1874,682,27,374,2,0,0,369,5,195,442
51120,04/23/2024,youtube,3353,2481,173,49,201,1,818,25881,354,0,0,424
51121,2024-05-16,youtube,-3544,1665,347,-3,460,0,2497,33161,283,2,86,339
51122,2024-05-06, instagram ,316,252,770,-2,31,0,0,0,131,0,0,157
51123,2024-05-02,youtube,1440,777,201,18,43,0,9925,49016,269,0,0,322
51124,2024-03-05,LinkedIn,4148,2903,238,2,456,0,0,0,153,0,0,183
51125,2024-04-05,Facebook,4868,4235,640,3,681,3,0,0,395,0,0,474
51126,2024-03-06,LinkedIn,2580,1315,708,2,283,1,0,0,207,0,0,248
51127,2024-03-21,LinkedIn,2192,1096,735,27,284,1,0,0,277,0,0,332
51128,2024-03-10,LinkedIn,468,341,286,31,51,2,0,0,172,0,0,206
51129,2024-05-12,LinkedIn,2790,1395,748,34,306,1,0,0,498,0,0,597
51130,2024-05-14,youtube,2869,2237,28,28,229,3,5753,37422,154,0,0,184
51131,2024-04-29, instagram ,4593,2020,668,3,45,1,0,0,133,0,0,159
51132,2024-05-08,Facebook,2429,2040,617,14,72,1,0,0,92,3,342,110
51133,2024-05-28,Instagram,2216,997,272,6,288,1,0,0,95,0,0,114
51134,2024-04-21,Instagram,798,534,636,38,15,0,0,0,319,0,0,382
51135,2024-05-03,youtube,736,426,197,20,88,0,9265,16362,82,0,0,98
51136,2024-05-21,LinkedIn,523,407,372,39,10,0,0,0,499,9,567,598
51137,2024-03-25,LinkedIn,1086,662,210,42,76,2,0,0,336,0,0,403
51138,2024-04-12, instagram ,1088,816,559,27,54,1,0,0,53,1,120,63
51139,2024-03-20,YouTube,2777,1166,39,6,55,3,4801,6972,67,0,,80
51140,2024-05-29,Instagram,3471,2707,240,33,277,3,0,0,178,0,0,213
51141,2024-04-03,youtube,485,291,64,7,63,1,8025,13950,95,0,0,114
51142,2024-03-09,youtube,121,62,474,22,4,2,9271,43382,489,0,0,586
51143,2024-05-04,Facebook,3156,1483,346,19,189,3,0,0,79,5,400,94
51144,2024-05-25,Instagram,1048,639,442,17,104,3,0,0,52,0,0,62
51145,2024-03-23,YouTube,3457,2281,316,48,345,3,5385,33627,74,0,0,88
51146,2024-03-02,youtube,2592,2203,15,14,207,2,2204,15572,139,6,558,166
51147,2024-03-16, instagram ,3156,2493,710,10,220,1,0,0,50,0,0,60
51148,2024-03-18,LinkedIn,4918,3786,436,49,245,0,0,0,477,0,0,572
51149,2024-05-10,LinkedIn,4936,3702,96,15,493,1,0,0,408,9,981,489
51150,2024-03-01,Facebook,1495,732,92,32,209,2,0,0,396,0,0,475
51151,2024-05-13, instagram ,2691,1318,524,45,269,3,0,0,415,6,546,498
51152,2024-05-07,youtube,4560,3328,193,14,638,2,2143,49356,91,0,0,109
51153,2024-03-14,LinkedIn,3089,1451,379,19,216,1,0,0,367,0,,440
51154,2024-04-21,YouTube,1929,1620,786,24,19,0,1125,23732,361,4,212,433
51155,2024-05-23,YouTube,704,323,107,20,42,1,3776,21006,269,0,0,322
51156,2024-05-04,LinkedIn,2469,1036,663,7,271,0,0,0,177,0,0,212
51157,2024-03-08,youtube,1172,714,231,34,152,1,4981,7648,484,0,0,580
51158,2024-03-23,youtube,4830,2656,603,39,96,1,1501,16483,378,8,1008,453
51159,2024-05-16,Facebook,3161,2433,366,8,31,3,0,0,121,0,0,145
51160,2024-04-23,YouTube,260,119,170,22,5,1,4914,39499,405,0,0,486
51161,2024-04-24, instagram ,195,152,309,49,27,2,0,0,382,0,0,458
51162,2024-05-19,LinkedIn,4448,3336,69,21,533,2,0,0,105,0,0,126
51163,2024-05-15,Facebook,1459,598,774,25,58,2,0,0,83,0,0,99
51164,2024-04-17,YouTube,2767,1964,596,26,27,1,4599,12964,459,0,0,550
51165,04/21/2024,LinkedIn,1642,722,444,28,98,3,0,0,281,6,312,337
51166,2024-04-15,youtube,1465,791,499,44,29,0,1394,39337,275,0,0,330
51167,2024-05-07,youtube,2560,1561,611,14,204,3,7940,4858,328,7,994,393
51168,2024-03-01,YouTube,2595,1712,571,-2,259,3,3108,11808,191,9,684,229
51169,2024-03-27,LinkedIn,3827,3406,595,-3,229,1,0,0,275,0,0,330
51170,2024-03-14,Instagram,3525,1903,495,-1,141,2,0,0,403,0,0,483
51171,2024-03-18,youtube,3473,2778,153,17,277,2,4579,1235,50,0,0,60
51172,2024-04-17,youtube,3994,1717,325,35,119,0,2339,43138,79,0,0,94
51173,2024-03-23,Instagram,1924,1366,683,21,230,0,0,0,316,0,0,379
51174,2024-03-15,Facebook,1739,904,367,27,173,0,0,0,406,7,700,487
51175,2024-04-01,youtube,-2567,1694,599,24,359,3,6082,33938,458,7,602,549
51176,2024-04-16,Facebook,4638,1947,404,11,324,3,0,0,303,0,0,363
51177,2024-03-24,LinkedIn,3657,3035,340,15,109,2,0,0,333,0,0,399
51178,2024-04-19,youtube,3003,2372,277,3,330,2,4255,14977,152,0,0,182
51179,2024-05-01, instagram ,3205,1923,50,29,448,2,0,0,315,0,0,378
51180,2024-05-25, instagram ,3567,3067,341,27,142,2,0,0,428,0,0,513
51181,2024-04-09, instagram ,1807,1210,296,47,108,1,0,0,100,5,655,120
51182,2024-03-18, instagram ,2664,1305,359,16,186,3,0,0,95,6,480,114
51183,2024-05-15, instagram ,2718,1821,778,41,54,3,0,0,453,0,0,543
51184,2024-04-17,YouTube,3162,1675,333,48,442,3,1320,32919,76,7,413,91
51185,2024-04-17,YouTube,1458,758,573,12,87,0,3756,37048,55,0,0,66
51186,2024-05-15,YouTube,3213,2827,127,25,385,3,9755,35014,447,0,0,536
51187,2024-04-12,youtube,734,565,295,10,80,1,2525,13961,80,9,621,96
51188,2024-03-09,Instagram,2943,2177,649,15,382,3,0,0,241,1,81,289
51189,2024-03-24,YouTube,2560,2022,608,6,179,0,9469,19187,387,0,0,464
51190,2024-04-27,Facebook,-2102,1345,599,11,231,1,0,0,301,9,1278,361
51191,2024-05-15,Facebook,4031,2378,349,40,322,0,0,0,445,0,0,534
51192,2024-03-06,LinkedIn,1115,747,507,32,55,2,0,0,369,0,0,442
51193,2024-03-22,Instagram,2738,1286,199,24,191,3,0,0,362,5,635,434
51194,2024-04-17,YouTube,3352,2078,210,-2,435,2,4247,19561,59,0,0,70
51195,2024-05-14,YouTube,1680,1092,492,12,16,1,7994,30869,352,0,0,422
51196,2024-05-21,youtube,-444,386,714,12,62,0,6121,27089,114,0,0,136
51197,2024-04-11,LinkedIn,3963,1902,367,27,515,1,0,0,295,6,642,354
51198,2024-05-07,YouTube,664,371,660,10,33,3,3844,35516,117,0,0,140
51199,2024-03-16,youtube,1122,594,488,11,100,1,6264,3646,382,0,0,458
51200,2024-05-09, instagram ,4213,2106,91,32,505,0,0,0,82,0,0,98
51201,2024-04-30,Facebook,1529,672,707,32,45,3,0,0,112,9,981,134
51202,2024-04-19,Instagram,3548,2128,305,25,177,1,0,0,72,1,45,86
51203,2024-03-15,Facebook,845,726,177,26,16,2,0,0,394,0,0,472
51204,2024-05-15,LinkedIn,4809,2019,511,2,96,2,0,0,76,0,0,91
51205,03/22/2024, instagram ,2843,1336,616,48,56,3,0,0,279,0,0,334
51206,2024-05-10, instagram ,3935,1849,518,21,432,2,0,0,112,4,144,134
51207,2024-03-10, instagram ,3338,2536,694,23,467,0,0,0,245,0,0,294
51208,2024-05-23,YouTube,3353,1844,281,38,134,0,9581,45476,207,0,0,248
51209,2024-05-08,youtube,127,92,234,47,16,0,9644,14114,480,0,0,576
51210,2024-05-11, instagram ,4793,3259,587,36,479,1,0,0,436,8,960,523
51211,2024-03-12,YouTube,3393,2917,586,33,407,2,2689,30686,242,0,0,290
51212,2024-05-11,youtube,2837,1418,553,32,368,0,9616,13206,350,0,0,420
51213,2024-05-16,Facebook,3143,1571,544,27,125,0,0,0,236,7,1015,283
51214,2024-04-25,LinkedIn,1485,905,656,40,44,1,0,0,342,0,0,410
51215,03/03/2024,LinkedIn,861,542,465,37,120,0,0,0,167,8,896,200
51216,2024-04-27,youtube,3672,2460,509,4,220,3,6590,16930,61,0,0,73
51217,2024-03-04, instagram ,454,263,488,26,31,2,0,0,332,0,0,398
51218,2024-04-22,LinkedIn,2082,1665,554,31,270,1,0,0,431,0,0,517
51219,2024-03-13,LinkedIn,1295,673,537,-1,51,3,0,0,224,0,0,268
51220,2024-03-01,youtube,4411,2426,610,-2,132,2,9676,44597,177,0,0,212
51221,2024-03-20,Facebook,382,217,147,7,26,0,0,0,252,4,212,302
51222,2024-05-09,Instagram,4550,2912,715,48,227,3,0,0,254,0,0,304
51223,2024-05-26,youtube,227,90,149,32,31,1,1546,41599,366,0,0,439
51224,2024-05-03, instagram ,4915,2211,785,36,196,2,0,0,60,4,272,72
51225,2024-03-26,Facebook,501,380,102,12,15,3,0,0,187,0,0,224
51226,2024-05-10,Facebook,2378,1022,597,46,71,1,0,0,156,0,0,187
51227,2024-05-29,Instagram,3181,2417,554,25,413,1,0,0,390,6,456,468
51228,2024-04-30,Facebook,3395,1561,741,30,67,3,0,0,158,0,0,189
51229,2024-05-15, instagram ,1923,769,165,42,19,0,0,0,159,0,0,190
51230,2024-04-04,YouTube,1850,851,269,38,259,3,3434,30784,224,0,0,268
51231,2024-05-18,LinkedIn,3088,2130,525,16,92,1,0,0,327,6,252,392
51232,2024-04-24, instagram ,3542,2514,585,22,177,2,0,0,290,0,0,348
51233,2024-04-26,Facebook,3844,3075,307,4,38,1,0,0,200,0,0,240
51234,2024-04-15,Facebook,4200,2100,28,-5,210,2,0,0,118,0,0,141
51235,2024-05-05, instagram ,2634,2317,349,36,289,0,0,0,436,4,168,523
51236,2024-04-04, instagram ,2103,1387,676,19,126,0,0,0,470,0,0,564
51237,2024-05-16,Facebook,148,82,266,4,13,0,0,0,487,0,0,584
51238,2024-03-28, instagram ,4595,2848,413,7,137,3,0,0,162,0,0,194
51239,2024-04-26,YouTube,3380,2095,419,4,371,0,4116,39305,149,0,0,178
51240,2024-04-16,Facebook,858,368,426,1,60,1,0,0,406,7,322,487
51241,03/29/2024,LinkedIn,156,110,335,7,17,0,0,0,100,0,0,120
51242,2024-03-22,LinkedIn,2223,1155,587,25,288,0,0,0,335,5,190,402
51243,2024-04-16,YouTube,1349,674,379,5,40,2,1605,16162,184,0,0,220
51244,2024-03-13,LinkedIn,406,345,422,7,52,0,0,0,323,0,0,387
51245,2024-03-16,youtube,694,527,490,45,13,0,6847,3388,368,0,0,441
51246,2024-03-05,Facebook,654,575,616,34,32,2,0,0,495,7,280,594
51247,2024-03-27, instagram ,-4718,4151,363,16,94,1,0,0,317,5,560,380
51248,2024-05-09,youtube,3687,2507,275,38,405,3,4360,31543,295,0,0,354
51249,2024-03-04,YouTube,3771,2224,740,15,527,3,6733,46219,348,0,0,417
51250,2024-03-27,Instagram,1834,1448,292,-3,201,2,0,0,321,0,0,385
51251,2024-03-01,Facebook,2084,1833,701,-1,83,3,0,0,431,0,0,517
51252,2024-04-07,Instagram,4971,2236,476,8,596,2,0,0,492,0,0,590
51253,2024-03-22,Facebook,4207,2986,76,30,336,2,0,0,100,0,,120
51254,2024-05-03, instagram ,4074,2851,120,12,244,1,0,0,446,0,0,535
51255,2024-05-20,Facebook,1462,804,190,-4,14,3,0,0,366,0,0,439
51256,2024-04-20,Facebook,3560,2563,189,3,106,0,0,0,315,4,376,378
51257,2024-03-16,youtube,2245,1436,504,19,44,2,1398,36058,52,0,0,62
51258,2024-05-25,LinkedIn,4080,2244,704,34,81,1,0,0,53,0,0,63
51259,2024-05-20,Facebook,3374,2395,233,21,134,3,0,0,171,9,576,205
51260,2024-03-20,YouTube,410,188,107,24,8,0,1256,15201,369,0,0,442
51261,2024-04-15,YouTube,1053,431,680,49,147,3,9776,36553,101,7,476,121
51262,2024-03-16,YouTube,920,763,232,-1,55,2,1483,29840,202,0,0,242
51263,2024-04-04,Instagram,3907,2344,727,15,312,2,0,0,157,4,320,188
51264,2024-05-08,YouTube,2963,2370,779,34,266,1,4568,41722,247,0,0,296
51265,2024-03-24, instagram ,3877,1705,34,39,387,1,0,0,421,0,0,505
51266,2024-05-01,YouTube,3773,3056,517,48,75,1,3451,33997,489,0,0,586
51267,2024-04-26,Facebook,4945,4153,704,27,148,1,0,0,378,0,0,453
51268,2024-05-28,youtube,1512,1164,712,39,211,2,9598,14937,104,5,205,124
51269,2024-04-12, instagram ,1067,885,400,30,42,3,0,0,207,0,0,248
51270,2024-03-04,LinkedIn,1717,1098,790,27,154,2,0,0,349,0,0,418
51271,2024-05-10,Facebook,497,233,462,17,59,2,0,0,408,7,490,489
51272,2024-04-18,YouTube,2398,1175,203,11,263,0,6274,7442,307,0,0,368
51273,2024-03-29,youtube,2303,967,227,15,115,2,3785,11288,188,0,0,225
51274,2024-04-17,Facebook,-1664,765,78,43,116,1,0,0,54,0,0,64
51275,2024-04-19,LinkedIn,1233,974,227,16,110,3,0,0,169,0,0,202
51276,2024-03-04,Facebook,4844,3875,389,-3,145,0,0,0,416,0,0,499
51277,05/27/2024,LinkedIn,4521,2576,424,38,497,3,0,0,215,0,0,258
51278,2024-05-10,LinkedIn,4871,2289,34,18,340,3,0,0,462,0,0,554
51279,2024-03-17, instagram ,2867,2207,721,30,344,3,0,0,81,0,0,97
51280,2024-03-06,YouTube,1491,745,116,17,74,1,4892,5259,275,5,250,330
51281,2024-05-13,LinkedIn,3027,1755,461,42,332,1,0,0,173,0,0,207
51282,2024-05-05,Instagram,2165,974,306,15,108,3,0,0,470,0,0,564
51283,2024-03-22,Facebook,3343,1972,666,-5,401,2,0,0,345,0,0,414
51284,2024-05-17,LinkedIn,1746,855,248,15,139,3,0,0,78,1,132,93
51285,2024-04-15,Instagram,1271,749,438,23,25,1,0,0,328,0,0,393
51286,2024-04-16,youtube,3509,2912,367,47,245,1,9134,2509,101,0,0,121
51287,2024-03-27,LinkedIn,525,236,712,19,73,1,0,0,481,0,0,577
51288,2024-05-06,LinkedIn,948,559,281,4,56,3,0,0,72,0,0,86
51289,2024-03-19, instagram ,2950,1209,558,12,206,2,0,0,405,6,378,486
51290,2024-05-22,Instagram,1423,1109,142,43,128,2,0,0,303,0,0,363
51291,2024-04-10,Facebook,3117,1340,603,-4,62,3,0,0,372,0,0,446
51292,2024-05-02, instagram ,397,202,12,-2,55,2,0,0,398,0,0,477
51293,03/27/2024,Instagram,1450,884,384,6,116,0,0,0,53,2,150,63
51294,2024-04-14,LinkedIn,4502,2701,745,28,540,2,0,0,135,0,0,162
51295,2024-03-27,youtube,2214,1306,669,35,154,0,9684,39944,169,7,833,202
51296,2024-04-26,YouTube,598,239,99,10,77,2,7005,11430,316,5,470,379
51297,2024-05-19,Instagram,3822,3401,765,30,38,2,0,0,236,2,238,283
51298,2024-05-14,Instagram,3404,2961,472,11,34,2,0,0,283,0,0,339
51299,2024-03-13,Instagram,2894,1678,699,42,231,1,0,0,334,0,0,400
51300,2024-05-02, instagram ,4844,3923,131,36,678,1,0,0,436,0,0,523
51301,2024-05-04,Instagram,4052,1823,176,17,567,3,0,0,307,0,0,368
51302,2024-05-18,LinkedIn,261,172,676,11,15,2,0,0,365,0,0,438
51303,2024-03-14, instagram ,737,397,780,40,7,1,0,0,276,0,0,331
51304,2024-03-31,YouTube,4259,3705,388,-2,425,1,7208,35116,384,0,0,460
51305,2024-04-13,Facebook,1137,920,358,35,45,2,0,0,151,0,0,181
51306,2024-03-21, instagram ,3024,1300,445,1,211,1,0,0,321,5,690,385
51307,2024-04-18,YouTube,2783,2031,22,-3,278,3,8820,45191,256,0,,307
51308,2024-03-20,YouTube,2446,2176,748,48,97,3,5404,1773,203,0,0,243
51309,2024-04-25,Facebook,4147,3524,239,30,497,0,0,0,498,0,0,597
51310,2024-05-09, instagram ,2918,2509,161,10,291,1,0,0,323,0,0,387
51311,2024-03-01,Instagram,3812,2554,299,41,304,0,0,0,455,9,981,546
51312,2024-05-29,Instagram,381,312,600,33,38,3,0,0,113,3,438,135
51313,2024-04-06, instagram ,2497,2047,374,39,99,0,0,0,410,3,201,492
51314,2024-05-29,LinkedIn,1772,1098,530,4,70,3,0,0,235,0,0,282
51315,2024-04-07,youtube,860,541,401,23,34,0,9419,42328,133,0,0,159
51316,2024-04-15,youtube,2498,1174,492,37,224,3,8893,12796,206,0,0,247
51317,2024-04-21, instagram ,3503,2031,77,41,175,3,0,0,386,0,0,463
51318,2024-05-24,youtube,933,793,733,5,102,1,8111,17520,159,6,360,190
51319,2024-03-10,LinkedIn,3100,1395,267,25,124,1,0,0,289,0,0,346
51320,2024-03-20, instagram ,4745,2277,286,36,142,2,0,0,145,0,0,174
51321,2024-03-13,Instagram,265,206,340,8,7,0,0,0,340,0,0,408
51322,2024-04-13,YouTube,1084,466,434,1,21,2,6477,5574,418,0,0,501
51323,2024-05-10,LinkedIn,1098,483,456,9,87,3,0,0,489,1,38,586
51324,2024-04-06, instagram ,3474,1806,484,29,34,1,0,0,157,3,321,188
51325,2024-05-15,LinkedIn,4152,3446,676,16,166,3,0,0,462,1,81,554
51326,03/06/2024,YouTube,2565,1898,724,38,102,2,6475,8876,464,0,0,556
51327,2024-04-24, instagram ,793,594,538,8,23,1,0,0,60,0,0,72
51328,2024-04-18,youtube,4514,2211,784,37,135,1,994,3175,84,0,0,100
51329,2024-04-09, instagram ,3294,2141,373,28,461,3,0,0,224,0,0,268
51330,2024-03-21,LinkedIn,2046,900,772,48,20,3,0,0,86,0,0,103
51331,2024-03-09, instagram ,339,213,293,26,20,0,0,0,103,0,0,123
51332,2024-03-08,Instagram,2015,1732,479,40,60,2,0,0,265,7,1008,318
51333,2024-05-05,Facebook,641,525,692,5,57,2,0,0,459,0,0,550
51334,2024-04-01,Facebook,1987,1748,771,49,258,0,0,0,295,0,,354
51335,2024-03-29, instagram ,2073,1015,739,15,290,2,0,0,484,0,0,580
51336,2024-04-09,Facebook,2615,1046,336,9,261,0,0,0,207,0,0,248
51337,2024-03-04,LinkedIn,4601,4002,149,10,552,0,0,0,256,0,0,307
51338,2024-03-22,YouTube,4247,1826,630,19,382,1,2802,46127,279,0,0,334
51339,2024-04-07,LinkedIn,2773,2384,52,28,332,0,0,0,369,0,0,442
51340,2024-04-25,Facebook,-4384,2718,34,32,87,1,0,0,372,0,0,446
