TransactionID,Date,Department,Type,Amount,Budget,Status,Notes
21405,2023-09-07,Admin,Expense,13365,8072,Cleared,
21406,2023-10-25,Operations,Expense,1208,9095,Cleared,
21407,2023-12-14,sales,Expense,2871,3969,Cleared,
21408,2024-08-27,sales,Income,5397,17890,Cleared,
21409,2023-07-21,R&D,Income,21966,4264,Cleared,
21410,2023-11-14,R&D,Expense,3528,9302,Cleared,
21411,2023-02-26,R&D,Income,21844,18985,Cleared,
21412,2024-07-17,sales,Expense,11722,8653,Pending,
21413,2023-02-21,sales,Expense,-2584,5422,Pending,
21414,2023-08-20,Admin,Expense,12824,4728,Cleared,
21415,2024-09-16, operations ,Income,19020,17273,Cleared,
21416,2024-06-09,sales,Income,15842,14380,Pending,
21417,2024-11-12,Operations,Income,21602,14430,Pending,
21418,2023-09-26,R&D,Income,10231,17451,Cleared,
21419,2024-11-11,Admin,Expense,8636,7630,Cleared,
21420,2023-10-08,R&D,Expense,14692,1887,Cleared,
21421,2024-09-23,Admin,Income,7352,6090,Cleared,
21422,2024-11-20,sales,Expense,8104,7525,Cleared,
21423,2023-11-27,Sales,Expense,1589,11040,Cleared,
21424,2024-04-21,Marketing,Expense,6854,10447,Cleared,
21425,2023-11-20,Marketing,Income,10020,6123,Cleared,
21426,2024-11-15,sales,Income,16920,7427,Cleared,
21427,2024-12-26,sales,Expense,-1679,10026,Cleared,
21428,2024-11-27,Marketing,Income,20685,6660,Cleared,
21429,2023-11-29,Sales,Expense,,1736,Cleared,
21430,2023-04-29,Operations,Income,13405,19902,Cleared,
21431,2023-04-06,R&D,Expense,7020,2087,Cleared,
21432,2024-08-13,Sales,Income,19980,13627,Cleared,
21433,2024-05-08,sales,Income,14737,8061,Cleared,
21434,07/08/2024, operations ,Income,20559,6709,Cleared,
21435,2024-07-08,Admin,Expense,6524,6760,Cleared,
21436,2024-11-02, operations ,Income,20088,6513,Cleared,
21437,2023-07-23,Operations,Expense,10383,9420,Cleared,
21438,2024-04-27,Operations,Expense,4106,4586,Cleared,
21439,2024-12-14, operations ,Expense,13192,7444,Cleared,
21440,2024-08-22,R&D,Income,22304,13809,Cleared,
21441,2024-05-08,Operations,Expense,3205,6853,Cleared,
21442,2024-07-16,Admin,Income,8986,5637,Cleared,
21443,2023-11-18,Operations,Expense,11610,1935,Cleared,
21444,2023-01-05,Operations,Income,,4651,Cleared,
21445,2023-11-09,R&D,Expense,12908,7727,Cleared,
21446,2023-07-08,Marketing,Income,8783,9304,Cleared,
21447,2024-04-06,Admin,Expense,6920,4540,Pending,
21448,2024-12-09,Sales,Expense,10182,4681,Cleared,
21449,2023-05-13,Operations,Expense,5914,9449,Cleared,
21450,2023-03-27,sales,Expense,10900,3711,Cleared,
21451,2023-10-25,Sales,Expense,12091,10945,Cleared,
21452,2023-11-07,sales,Expense,13481,11784,Cleared,
21453,2023-01-25, operations ,Expense,1584,10974,Cleared,
21454,2024-08-19,Admin,Expense,11341,10739,Cleared,
21455,2024-08-25,R&D,Income,15615,8878,Cleared,
21456,2023-05-25,sales,Expense,7934,2790,Cleared,
21457,2024-01-16,sales,Expense,1525,6494,Cleared,
21457,2024-01-16,sales,Expense,1525,6494,Cleared,
21458,2024-04-03,Admin,Expense,12615,6122,Cleared,
21459,2024-07-26, operations ,Income,9221,4267,Cleared,
21460,08/25/2023, operations ,Income,23527,11353,Pending,
21461,2023-04-04,sales,Expense,2373,7614,Pending,
21462,2023-12-21, operations ,Expense,2416,3437,Cleared,
21463,2023-11-25,Marketing,Expense,10554,7396,Cleared,
21464,2024-10-08, operations ,Expense,9530,1061,Pending,
21465,2024-09-17, operations ,Income,6792,11614,Cleared,
21466,2024-09-10, operations ,Expense,9136,9382,Cleared,
21467,2024-08-17,R&D,Expense,3008,5360,Cleared,
21468,2024-09-20,Operations,Income,8291,13887,Cleared,
21469,2023-10-02,Sales,Income,15461,8628,Cleared,
21470,2023-12-08, operations ,Income,20912,6292,Pending,
21471,2023-09-20,Admin,Expense,12818,2854,Cleared,
21472,2023-06-07,sales,Expense,2976,11256,Cleared,
21473,2023-03-31,R&D,Expense,9780,10533,Cleared,
21474,2023-07-17,Marketing,Expense,12856,7356,Cleared,
21475,2024-07-14,sales,Expense,9846,2098,Cleared,
21476,2024-07-28,Operations,Income,16410,4217,Cleared,
21477,2023-07-30,Sales,Expense,10688,10511,Cleared,
21478,2024-04-27,Marketing,Expense,2213,6548,Cleared,
21479,07/07/2024,R&D,Expense,4281,5204,Cleared,
21480,2023-09-04,sales,Income,6331,18880,Cleared,
21481,12/09/2024, operations ,Expense,3829,9705,Pending,
21482,2024-04-12,Sales,Expense,4063,4028,Cleared,
21483,2024-03-21,sales,Income,-9520,12839,Cleared,
21484,2023-05-09,R&D,Income,16126,15975,Cleared,
21485,2024-07-14,Marketing,Income,8853,16252,Pending,
21486,2024-01-20,Admin,Expense,3197,1073,Cleared,
21487,2024-07-29,Admin,Expense,13457,6115,Cleared,
21488,2023-02-05,R&D,Income,15835,15305,Cleared,
21489,2024-07-31,Operations,Expense,9814,8001,Cleared,
21490,2024-03-27,Sales,Expense,10158,3452,Cleared,
21491,2024-05-01,sales,Expense,11405,10596,Cleared,
21492,2023-06-09,R&D,Income,22182,19009,Cleared,
21493,2024-11-21,Sales,Expense,12921,4920,Cleared,
21494,2023-12-13,R&D,Income,20863,9226,Cleared,
21495,2024-03-03,Marketing,Expense,5634,3399,Cleared,
21496,2024-07-08,Operations,Income,20638,6478,Cleared,
21497,2024-01-05,Operations,Income,24506,16400,Cleared,
21498,2024-11-27,Admin,Expense,10354,11826,Cleared,
21499,2023-04-15,Operations,Expense,8822,1309,Cleared,
21500,2023-07-16,sales,Expense,4519,5090,Cleared,

