CampaignID,LaunchDate,Channel,TargetAudience,SpendAmount,Impressions,Clicks,Conversions,Status
31212,2024-08-08,Social Media,B2B ,3747,528223,16374,474,Completed
31213,2024-07-10,email,Millennials,10130,10895,370,18,Paused
31214,2024-04-27,email,Gen Z,10236,879031,30766,1599,Paused
31215,2023-01-29,email,Gen Z,10387,550719,19275,1869,Paused
31216,2024-11-12,Social Media,B2B ,14436,586669,26400,2032,Paused
31217,2023-04-28,email,B2B ,2513,92604,3333,203,Paused
31218,2024-07-24,Email,B2B,9409,596746,5370,429,Paused
31219,2024-01-01,email,Gen Z,13829,985116,8866,549,Paused
31220,2023-05-21, social media ,Millennials,12938,990651,30710,829,Active
31221,2024-09-24,Email,Millennials,8637,917097,16507,1122,Completed
31222,2023-05-04,Email,  Gen Z,1919,608485,22513,1170,Completed
31223,2023-09-06,Search Engine,General,6385,330052,2970,62,Active
31224,2024-08-08,Affiliate,General,9866,709526,9223,285,Completed
31225,2024-10-25,Search Engine,B2B ,13345,360686,17673,972,Paused
31226,2023-11-21,email,Gen Z,14861,116807,5723,326,Paused
31227,2023-06-06,email,B2B,6949,689934,3449,117,Paused
31228,2024-04-07,Social Media,Millennials,10206,160303,6091,134,Completed
31229,2024-11-18,Affiliate,B2B ,9091,835768,6686,220,Paused
31230,2024-10-30,Email,B2B ,7256,370194,6663,353,Active
31231,2024-12-23,Email,  Gen Z,10195,193541,8128,658,Active
31232,2024-07-23,email,B2B ,10885,761925,9905,267,Active
31233,2023-11-27,Search Engine,  Gen Z,13575,430915,9480,862,Active
31234,2024-03-22,Search Engine,B2B,10208,634699,27926,1368,Paused
31235,2024-05-02,Affiliate,  Gen Z,,966276,28022,980,Completed
31236,2024-11-10, social media ,B2B ,12346,731592,16826,723,Paused
31237,2024-01-20,email,General,5684,505862,14669,557,Completed
31238,2024-02-27,Social Media,Millennials,1138,420616,10094,373,Completed
31239,2023-12-21,Email,General,531,336362,4036,36,Active
31240,2024-04-07,Email,Gen Z,1630,245236,1716,135,Paused
31241,2023-11-27, social media ,General,9180,911861,44681,44,Active
31242,2023-05-19, social media ,Millennials,11081,68604,960,22,Paused
31243,2023-03-14,Affiliate,B2B ,885,764317,9936,317,Active
31244,2023-02-24,Social Media,  Gen Z,7675,81611,1305,11,Active
31245,2023-12-07, social media ,Millennials,13704,516331,25300,1442,Active
31246,2023-04-04,Email,  Gen Z,11932,179337,2690,217,Completed
31247,2023-10-10,Social Media,Gen Z,12991,224023,2464,239,Paused
31248,2024-04-18,Search Engine,Gen Z,10804,840498,29417,1000,Paused
31249,2023-08-06,email,B2B,8900,843201,6745,573,Paused
31250,2023-09-27,Social Media,Millennials,12701,287314,11205,481,Active
31251,2024-11-28,Affiliate,B2B ,9884,348337,7663,107,Paused
31252,2024-10-14,Email,Gen Z,6524,170039,3060,275,Completed
31253,2024-10-20,Search Engine,Gen Z,6441,779564,17150,977,Active
31254,2023-02-19,Email,  Gen Z,13225,328366,12149,558,Active
31255,2024-07-12,Affiliate,  Gen Z,10285,631856,20219,242,Paused
31256,2023-03-30,Social Media,B2B,7902,360384,11532,853,Completed
31257,2024-06-16,email,B2B ,8058,756779,37082,667,Active
31258,2024-01-17,Social Media,B2B,8691,139946,5457,523,Completed
31259,2024-01-23, social media ,  Gen Z,6282,219162,4821,404,Paused
31260,2023-06-16,Email,  Gen Z,13019,855247,36775,514,Active
31261,2023-12-20,Search Engine,B2B,671,50563,1314,127,Completed
31262,2024-12-24,Email,Gen Z,10320,858941,33498,2646,Paused
31263,2024-11-18, social media ,Gen Z,8810,16383,753,8,Completed
31264,2023-06-15,Affiliate,General,1159,669264,13385,481,Paused
31265,2024-04-12,Affiliate,General,11537,483467,23689,852,Paused
31266,2023-08-08, social media ,General,12854,595528,15483,108,Completed
31267,2024-01-04,Email,General,2625,972839,8755,402,Active
31268,2023-05-27,Email,General,14300,563341,13520,162,Paused
31269,2023-08-16,Email,B2B ,,696752,26476,2329,Paused
31269,2023-08-16,Email,B2B ,,696752,26476,2329,Paused
31270,2024-09-26,Social Media,Millennials,4051,156747,940,23,Active
31271,2024-03-08,email,Millennials,,904106,41588,2620,Paused
31272,2023-12-17, social media ,Gen Z,6593,940273,21626,1535,Active
31273,05/19/2023,Affiliate,General,10680,265445,4512,40,Active
31273,05/19/2023,Affiliate,General,10680,265445,4512,40,Active
31274,2023-11-07,Email,B2B ,3901,676454,28411,2727,Completed
31275,2024-02-10, social media ,General,2436,275336,2202,182,Active
31276,2023-08-05,email,B2B ,10670,465167,15815,537,Paused
31277,2023-12-03,Affiliate,B2B ,9627,177690,6752,580,Active
31278,2024-08-04,Social Media,B2B ,2324,383612,1918,1,Paused
31279,2024-05-17,Affiliate,  Gen Z,8157,361247,7947,238,Paused
31280,2023-11-26,email,Gen Z,6978,626154,28803,288,Paused
31281,2024-07-26,Email,General,14093,158478,2694,88,Paused
31282,2024-06-22, social media ,Gen Z,11725,109531,2409,115,Completed
31283,2024-11-12,Search Engine,B2B ,2197,134985,2969,29,Active
31284,04/12/2023,Affiliate,B2B,14117,170591,2558,5,Active
31285,2024-06-10,email,Millennials,6204,509796,20901,1463,Completed
31286,2024-06-03,Email,B2B,2889,294115,3529,324,Paused
31287,2023-11-22, social media ,B2B,6433,969484,14542,363,Completed
31288,2024-03-09,email,  Gen Z,13072,652756,29374,822,Paused
31289,2023-12-17,Affiliate,  Gen Z,8286,95804,4502,382,Active
31290,2023-07-21,email,General,14694,333152,13992,671,Completed
31291,2024-07-06,Search Engine,B2B,4353,819258,22119,88,Active
31292,2023-03-18,Email,  Gen Z,8338,12611,138,4,Active
31293,2024-05-16,Search Engine,Gen Z,5594,585635,17569,755,Active
31294,2024-05-21,Social Media,General,2369,879413,8794,307,Active
31295,2023-10-25,Email,Gen Z,2557,688131,28901,982,Paused
31296,2024-12-24,Search Engine,Gen Z,4301,333524,15342,721,Completed
31297,2023-12-06,email,B2B ,13491,308854,4941,88,Completed
31298,2024-11-13,Affiliate,General,4230,63718,2803,165,Completed
31299,2024-11-05,Search Engine,B2B,14543,30861,1265,53,Completed
31300,2024-04-09,Affiliate,Millennials,6522,180774,5242,47,Active
31301,2023-10-05,Affiliate,General,10002,978290,43044,2539,Active
31301,2023-10-05,Affiliate,General,10002,978290,43044,2539,Active
31302,2023-06-14,Search Engine,B2B,7436,864642,12969,479,Active
31303,2024-10-21,Email,Gen Z,914,428828,15437,92,Completed
31303,2024-10-21,Email,Gen Z,914,428828,15437,92,Completed
31304,2024-08-22,Email,B2B ,6499,426982,17933,986,Active
31305,2024-03-30, social media ,  Gen Z,783,632223,22127,1858,Completed
31306,2023-11-26, social media ,Gen Z,9776,54239,1355,119,Active
31307,2023-06-05,Social Media,  Gen Z,10621,89198,3657,201,Completed
31308,2023-01-01,Email,Millennials,1954,277536,2220,84,Completed
31309,2024-12-07,Affiliate,Gen Z,4674,851436,34057,340,Active
31310,2023-07-26,Affiliate,B2B ,2101,503324,15603,46,Active
31311,2024-03-26,Email,General,5335,139570,1814,145,Completed
31312,2023-02-13,Email,B2B,9231,937126,44982,3418,Paused
31313,05/08/2023, social media ,General,4657,817309,25336,1976,Completed
31314,2024-08-15,Affiliate,B2B ,9765,385191,13096,1191,Paused
31315,2024-07-19,Affiliate,B2B,11341,659409,22419,134,Paused
31316,2024-12-26,Search Engine,  Gen Z,10308,334228,7018,161,Completed
31317,2023-06-10,Search Engine,B2B ,12980,135220,4191,50,Completed
31318,2023-02-06,Social Media,Gen Z,12888,963220,44308,531,Completed
31319,2023-07-07,email,B2B,11071,202834,3853,211,Active
31320,2023-02-23,Search Engine,Millennials,14890,458072,13284,624,Paused
31321,2024-07-21,Social Media,  Gen Z,8849,279096,6419,192,Completed
31322,11/06/2024,Social Media,  Gen Z,6690,992969,21845,1725,Active
31323,2024-09-09,Affiliate,B2B ,10466,971248,25252,1464,Active
31324,2023-10-08,Social Media,B2B,13263,866324,6064,97,Completed
31325,2023-03-31,Search Engine,Gen Z,1674,978486,28376,227,Paused
31326,2024-06-28,email,Millennials,11385,216503,5196,426,Active
31327,2023-02-13, social media ,B2B ,922,440765,12341,913,Completed
31328,2023-11-21,Social Media,General,10126,411932,11122,55,Active
31329,2024-04-12,Search Engine,General,9692,230290,9672,696,Active
31330,2023-11-26,Affiliate,Millennials,4839,390341,3513,189,Completed
31331,2024-03-14, social media ,Millennials,3071,234107,1404,46,Active
31332,2024-08-27,Search Engine,General,7311,631812,11372,1023,Active
31333,2023-07-09,Affiliate,  Gen Z,6882,871481,7843,737,Paused
31334,2024-09-27,email,B2B ,7120,251542,8049,563,Completed
31334,2024-09-27,email,B2B ,7120,251542,8049,563,Completed
31335,2024-12-22,Affiliate,Gen Z,11794,429847,11176,268,Completed
31336,2024-01-12,Social Media,General,3635,547972,6027,132,Active
31337,2023-12-19,Search Engine,B2B ,10264,998453,6989,202,Paused
31338,2023-06-30,email,B2B,6558,806096,28213,1297,Paused
31339,2023-09-17, social media ,General,13174,708553,5668,306,Paused
31340,2023-05-18,Email,B2B ,1892,921361,23955,431,Completed
31341,2023-04-28,Affiliate,General,13089,642965,12859,694,Completed
31342,2023-03-29, social media ,Gen Z,743,589190,12372,272,Active
31343,2023-12-07, social media ,  Gen Z,9187,417391,16278,1595,Active
31344,2023-10-15, social media ,Gen Z,3990,589230,14141,282,Completed
31344,2023-10-15, social media ,Gen Z,3990,589230,14141,282,Completed
31345,08/14/2024, social media ,Gen Z,1748,298216,13419,1100,Paused
31346,2023-08-17,Social Media,  Gen Z,578,833002,39151,3014,Completed
31347,2023-11-22,Email,Millennials,13051,49505,1930,152,Completed
31348,2023-11-29, social media ,Gen Z,7778,45326,1178,10,Paused
31349,11/21/2023,Search Engine,Gen Z,6211,73023,2336,60,Active
31350,2024-05-12,Email,B2B ,12554,903375,38845,194,Completed
31351,2023-11-16,Email,Gen Z,,118253,5321,159,Completed
31352,2023-06-26,Email,  Gen Z,11715,505176,18186,345,Paused
31353,2023-06-20,Social Media,B2B ,12177,530201,15906,381,Paused
31354,2023-08-17,Search Engine,B2B ,4712,53782,1452,50,Completed
31355,2024-12-17,Email,Millennials,13263,908487,18169,617,Paused
31356,2024-07-10,Email,  Gen Z,1059,226554,4757,342,Paused
31357,2024-06-08, social media ,General,2022,817285,27787,1945,Active
31358,2024-06-01, social media ,B2B,,790820,26887,2366,Active
31359,2024-06-27,Affiliate,Millennials,5330,831828,14141,1371,Active
31360,2024-04-29, social media ,B2B,3938,211220,6125,410,Completed
31361,2024-12-24,Email,Millennials,9530,216296,6705,46,Paused
31362,2024-05-17,Social Media,Gen Z,13640,177613,7459,320,Active
31363,2024-04-18,Social Media,General,788,165379,4134,140,Paused
31364,2023-10-11,Email,B2B ,,126288,884,34,Active
31365,2023-10-11,email,B2B,2529,833768,17509,1470,Paused
31366,2023-10-18,Search Engine,Gen Z,14819,440827,10579,634,Active
31367,2023-11-29,Search Engine,General,3465,154508,5716,205,Completed
31368,2023-05-04,Search Engine,B2B ,8513,437094,14424,1399,Paused
31369,2023-07-15,Social Media,General,,430478,14205,1349,Paused
31370,2023-12-19,Email,Millennials,8264,630420,9456,122,Active
31371,2024-11-03,Search Engine,B2B ,4238,803890,4019,389,Active
31372,2024-03-09, social media ,General,10514,119066,2143,156,Completed
31373,2024-11-10, social media ,Millennials,4589,911315,4556,341,Paused
31374,2024-12-29,email,Millennials,5435,291811,12256,1164,Paused
31375,2023-03-19,Search Engine,B2B,776,576553,5765,478,Active
31376,2024-12-03, social media ,Gen Z,14225,707102,6363,610,Paused
31377,2024-06-25,Search Engine,General,6934,338900,1694,152,Completed
31378,2024-11-30, social media ,Gen Z,11923,89251,2142,137,Paused
31379,2024-04-01,Affiliate,B2B,3990,432347,4323,371,Paused
31380,2023-04-07,email,Millennials,5658,859643,34385,2819,Paused
31381,2024-02-05,Email,Millennials,12587,629220,3146,169,Completed
31382,2023-05-04, social media ,Gen Z,885,505822,15680,1223,Active
31383,2024-01-02,Affiliate,Gen Z,8790,696539,20896,1776,Completed
31384,2023-05-24,Search Engine,  Gen Z,14306,362862,9797,832,Active
31385,2024-06-17,Email,B2B,4002,391055,6647,166,Paused
31386,2024-06-03,Search Engine,General,10600,903530,17167,1648,Active
31387,2024-12-08, social media ,  Gen Z,2055,508021,7620,220,Active
31388,2024-11-05,Affiliate,B2B ,1922,340117,4421,256,Paused
31389,2024-09-10,Email,General,5086,859393,26641,1438,Active
31390,02/24/2023,email,B2B ,5299,865102,33738,101,Active
31391,2024-10-25, social media ,  Gen Z,14100,426960,20921,1631,Paused
31392,2023-09-20,Email,General,7559,209814,4406,304,Completed
31393,2023-09-26,Affiliate,B2B ,6019,89900,1708,136,Paused
31394,2024-06-13,Email,B2B ,5478,463027,5556,305,Active
31395,2024-11-03,Email,Millennials,11816,662277,19868,1291,Paused
31396,2023-05-08,Email,Millennials,,278088,12513,575,Paused
31397,2023-02-10,Social Media,Gen Z,10607,840174,37807,1965,Active
31398,2023-07-07,email,B2B,2594,321689,10937,251,Completed
31399,2023-08-03,email,B2B,675,443484,19956,1297,Completed
31400,2023-06-29,Affiliate,Gen Z,10212,799334,30374,2247,Active
31401,2024-06-13,email,B2B,12079,901889,27958,2208,Paused
31402,2023-09-25,email,Millennials,5500,635491,16522,1007,Paused
31403,2024-07-31,Email,B2B ,848,253603,11158,546,Active
31404,2024-12-28,Affiliate,B2B,10083,566974,2834,19,Active
31405,2023-10-17,Social Media,Millennials,6968,948343,8535,238,Paused
31406,2023-03-17, social media ,  Gen Z,1025,208797,4175,384,Completed
31407,2024-07-19,Email,General,14385,231433,10414,635,Paused
31408,2024-06-28,Social Media,B2B ,12510,526914,24238,921,Completed
31409,2023-05-15,Social Media,General,10416,714240,29283,2108,Active
31410,2024-04-02,Affiliate,B2B ,12285,761674,33513,1239,Completed
31411,2024-01-11,email,  Gen Z,,947350,38841,38,Paused
31412,2024-04-30,Social Media,General,4978,853229,11091,898,Completed
31413,2024-04-08, social media ,Millennials,1837,758238,9098,454,Paused
31414,2024-08-01,Search Engine,B2B ,,691526,29735,2676,Active
31415,2024-04-25,Search Engine,General,4328,262066,1572,26,Active
31416,2023-01-22, social media ,Millennials,2776,510555,3573,303,Active
31417,2023-11-08,Search Engine,Millennials,8751,816527,22046,2094,Completed
31418,2023-02-22,email,Gen Z,7091,305352,13740,645,Active
31419,2023-03-12,Search Engine,Gen Z,10193,760097,15201,1276,Active
31420,2023-04-02,Affiliate,B2B,1086,595461,8336,550,Active
31421,2024-04-10,Social Media,Millennials,2671,335185,13072,1228,Paused
31422,2023-06-29,Email,Gen Z,8252,935272,35540,2167,Completed
31423,2024-02-10,Email,B2B,1494,415829,7900,205,Paused
31424,2023-05-22,Social Media,  Gen Z,5803,288700,1443,11,Active
31425,2024-09-17,Social Media,  Gen Z,745,600661,10211,929,Paused
31426,2023-12-26, social media ,B2B ,11401,199893,3997,251,Active
31427,2023-05-02,Search Engine,  Gen Z,10080,212258,5518,325,Completed
31428,2024-03-23,Email,Millennials,2183,65627,2428,235,Completed
31429,2023-06-28,Affiliate,Gen Z,8626,875176,36757,2646,Completed
31430,2023-05-18,email,B2B ,2531,967929,7743,340,Completed
31431,2024-04-18,Search Engine,B2B,7721,81378,1464,133,Paused
31432,02/27/2024,Affiliate,Millennials,8155,233537,7239,550,Active
31433,2024-12-20,Email,B2B,6550,369568,14043,1263,Active
31434,05/08/2023, social media ,  Gen Z,2331,586567,22876,960,Completed
31435,2023-06-01,email,Gen Z,13728,900060,38702,3250,Active
31436,2023-12-13, social media ,Gen Z,2197,101558,4773,81,Paused
31437,2024-10-14,Affiliate,B2B,8815,747904,3739,3,Completed
31438,2024-05-21,Social Media,General,4635,206192,8866,53,Paused
31439,2023-07-11,email,Gen Z,1997,711032,24175,1184,Paused
31440,2023-12-11,email,General,7012,957227,8615,715,Active
31441,2023-02-11,Affiliate,  Gen Z,8939,34906,1326,42,Paused
31442,2023-09-13,email,General,6622,388144,6986,237,Active
31443,2024-09-02,Affiliate,General,10388,610534,27474,2582,Paused
31444,2023-03-06,Affiliate,General,2096,127878,4219,312,Active
31445,2023-04-07,Email,General,12853,126670,4686,248,Completed
31446,2023-06-17,email,B2B,1088,412915,4129,173,Paused
31447,2024-11-20,Email,  Gen Z,13648,604586,7859,550,Paused
31448,2023-09-19,Email,Gen Z,1133,442911,17273,397,Active
31449,2023-05-03,Search Engine,General,10046,219836,3297,201,Completed
31450,2023-09-15,email,Millennials,13787,395082,3950,138,Active
31451,05/11/2024,Email,Gen Z,13588,644371,23197,1484,Active
31452,2023-09-02,Search Engine,General,5301,861174,41336,1942,Completed
31453,2023-08-17,Search Engine,Millennials,13015,183045,4026,44,Completed
31454,2024-07-04,Search Engine,Millennials,9346,355055,11006,1012,Active
31455,2024-03-16,Affiliate,Gen Z,4477,325300,5204,192,Paused
31456,2024-12-22,Social Media,  Gen Z,,793029,22204,577,Active
31457,2024-08-22,Affiliate,B2B,2401,31420,1036,91,Completed
31458,2023-12-11,Email,General,13005,251017,2008,168,Active
31459,2023-06-17,Affiliate,Gen Z,11686,354761,14190,567,Completed
31460,01/28/2024,email,B2B,13787,859533,12892,954,Completed
31461,2024-01-07,Affiliate,B2B,524,223271,3795,72,Active
31462,2024-11-10,email,B2B ,1885,852301,14489,115,Paused
31463,2024-06-19,Search Engine,B2B ,6947,448800,6283,376,Paused
31464,2024-05-05,Email,B2B,4621,218321,6767,87,Completed
31465,2024-07-26,Affiliate,B2B,2610,177547,3906,183,Paused
31466,2024-12-18,Email,Millennials,5242,560732,23550,2284,Paused
31467,2024-07-25,email,B2B,9440,684866,4794,239,Paused
31468,2023-07-05,Search Engine,Gen Z,517,741151,4446,93,Active
31469,2024-05-10,email,  Gen Z,2111,522119,3132,93,Completed
31470,2024-03-11,email,General,11187,766988,27611,1104,Active
31471,2023-06-11,Search Engine,  Gen Z,4761,52314,470,43,Paused
31472,2023-08-07, social media ,General,9556,841221,24395,1146,Active
31473,2023-11-14,email,Gen Z,6764,653913,11116,555,Completed
31474,2023-03-31,Affiliate,B2B ,2603,827091,40527,810,Completed
31475,01/04/2024,email,B2B ,3393,476474,20964,1781,Completed
31476,2023-06-27,Affiliate,Gen Z,3761,273615,6566,433,Completed
31477,2024-12-18,email,  Gen Z,12604,298549,11046,530,Completed
31478,2023-02-14,email,Gen Z,9486,195019,7995,503,Completed
31479,2024-05-30, social media ,Millennials,1396,569745,21080,1602,Active
31480,03/17/2023,Social Media,  Gen Z,4798,329548,9886,128,Active
31481,2023-03-23,Search Engine,Millennials,2267,692502,11080,941,Active
31482,2023-09-26,Search Engine,Gen Z,8611,968578,11622,883,Active
31483,2024-04-06, social media ,Gen Z,10183,562551,14626,87,Completed
31484,2023-06-16,Social Media,  Gen Z,12632,925944,5555,277,Active
31485,2024-01-29,email,B2B ,3770,243807,7801,756,Paused
31486,2023-04-30,Search Engine,B2B,2073,414848,14934,567,Active
31487,2024-12-08,Affiliate,  Gen Z,9420,769296,11539,842,Completed
31488,2024-01-09,Social Media,Gen Z,13884,493890,7902,355,Completed
31489,2024-11-09,email,B2B ,6713,953288,30505,2440,Completed
31490,2024-05-12,email,Gen Z,4071,986409,41429,3065,Completed
31491,2024-01-30, social media ,Millennials,704,360467,5046,65,Completed
31492,01/20/2023,Search Engine,  Gen Z,13873,677470,11516,138,Completed
31493,2024-04-13,Email,Gen Z,12740,44274,708,43,Completed
31494,2023-08-15,Email,  Gen Z,2873,904504,15376,907,Completed
31495,2024-02-11,email,B2B ,4128,173244,2078,95,Paused
31496,2024-09-25,email,B2B ,13484,549919,6599,574,Active
31497,2024-08-10,Email,General,14134,599617,12591,1057,Active
31498,2024-02-23, social media ,Gen Z,1265,507755,4569,201,Paused
31499,2024-02-16,Email,Gen Z,5409,701455,25953,1090,Completed
31500,2023-11-08,Search Engine,B2B,9783,512160,15364,138,Completed

