ProductID,OrderDate,DeliveryDate,Supplier,WarehouseLocation,QuantityOrdered,QuantityReceived,UnitCost,Status
41056,2023-01-06,,Gamma Logistics,Chicago DC,1250,0,277,Delayed
41057,2024-04-02,, alpha corp ,Los Angeles DC,755,0,374,Delayed
41058,2024-04-18,,Delta Supplies,Dallas DC,1872,0,297,In Transit
41059,2023-10-06,, alpha corp , unknown,4565,0,287,In Transit
41060,2023-12-06,,Beta Mfg, unknown,1780,0,207,Delayed
41061,2024-06-15,,Beta Mfg,Los Angeles DC,2159,0,160,Delayed
41062,2024-07-15,, alpha corp , unknown,3620,0,,Delayed
41063,2023-02-11,,Beta Mfg,Los Angeles DC,4810,0,84,Delayed
41064,2024-01-04,2024-01-10,Gamma Logistics,Los Angeles DC,4902,4902,365,Delivered
41065,2024-07-31,2024-08-14,Delta Supplies,Los Angeles DC,4589,4589,445,Delivered
41066,2023-07-15,2023-07-22,Gamma Logistics,Chicago DC,4922,4922,355,Delivered
41067,2023-10-26,2023-11-02, alpha corp ,Dallas DC,1970,1970,124,Delivered
41068,2024-10-23,,Gamma Logistics,Chicago DC,2806,0,47,In Transit
41069,2023-01-29,,Alpha Corp,Los Angeles DC,571,0,292,Delayed
41070,2023-10-06,, alpha corp ,Dallas DC,177,0,258,In Transit
41071,2024-05-27,,Alpha Corp,Los Angeles DC,3733,0,432,In Transit
41072,2024-05-17,,Gamma Logistics,New York DC,3449,0,420,Delayed
41073,2023-11-24,,Gamma Logistics,Dallas DC,2637,0,210,Delayed
41074,2023-11-20,2023-11-29, alpha corp , unknown,4267,4267,104,Delivered
41075,2024-03-13,2024-03-19,Alpha Corp,Dallas DC,1142,1142,126,Delivered
41076,2023-05-30,, alpha corp ,Los Angeles DC,1495,0,27,Delayed
41077,2024-05-31,,Gamma Logistics, unknown,4904,0,328,In Transit
41078,2023-03-10,2023-04-07,Delta Supplies,Los Angeles DC,2123,2038,185,Delivered
41079,2024-05-11,,Gamma Logistics,Dallas DC,4052,0,153,Delayed
41080,2023-08-24,2023-09-16,Gamma Logistics,New York DC,2242,2242,270,Delivered
41081,2024-09-07,,Alpha Corp,Chicago DC,3922,0,362,In Transit
41082,2024-05-02,,Delta Supplies,Los Angeles DC,4883,0,378,Delayed
41083,2024-10-05,,Beta Mfg,Dallas DC,4863,0,410,Delayed
41084,2023-11-15,, alpha corp ,New York DC,477,0,263,Delayed
41085,2023-05-16,,Delta Supplies,New York DC,3938,0,298,In Transit
41086,2024-06-28,,Gamma Logistics,New York DC,4951,0,251,Delayed
41087,2023-08-19,2023-08-27,Gamma Logistics,Los Angeles DC,2959,2959,28,Delivered
41088,2024-07-27,, alpha corp ,Dallas DC,2179,0,99,In Transit
41089,2024-02-24,,Delta Supplies,Los Angeles DC,2562,0,483,In Transit
41090,2023-11-14,2023-12-02,Alpha Corp,New York DC,794,794,37,Delivered
41091,2023-08-17,,Gamma Logistics,New York DC,4010,0,279,In Transit
41092,2023-06-20,,Beta Mfg,New York DC,1241,0,343,Delayed
41093,2023-05-11,2023-05-13,Delta Supplies,Chicago DC,2100,1974,212,Delivered
41094,2023-04-07,, alpha corp ,New York DC,1332,0,60,In Transit
41095,2023-06-02,,Delta Supplies, unknown,4473,0,156,In Transit
41096,2024-01-05,,Alpha Corp,Los Angeles DC,1314,0,179,Delayed
41097,2023-02-22,,Delta Supplies,New York DC,1462,0,277,Delayed
41098,2023-05-19,2023-05-30,Alpha Corp,New York DC,566,566,451,Delivered
41099,2023-02-21,, alpha corp ,New York DC,3131,0,239,Delayed
41100,2024-04-22,,Beta Mfg,Chicago DC,3136,0,186,Delayed
41101,2024-08-03,2024-08-29,Delta Supplies,New York DC,410,410,226,Delivered
41102,2024-01-25,,Delta Supplies,New York DC,3201,0,41,Delayed
41103,2024-01-11,,Beta Mfg,Dallas DC,764,0,483,In Transit
41104,2023-11-01,,Gamma Logistics,Dallas DC,2260,0,344,Delayed
41105,2024-03-28,2024-03-30,Alpha Corp, unknown,1884,1884,269,Delivered
41106,2024-06-29,2024-07-17,Delta Supplies,Dallas DC,2951,2951,361,Delivered
41107,2024-03-08,,Gamma Logistics, unknown,4967,0,428,In Transit
41108,2024-08-27,,Delta Supplies,Dallas DC,2339,0,109,Delayed
41109,2024-06-14,,Alpha Corp, unknown,994,0,288,In Transit
41110,2023-12-14,2023-12-30,Delta Supplies,New York DC,4253,4253,474,Delivered
41111,2023-03-29,, alpha corp , unknown,4135,0,101,Delayed
41112,2023-03-11,,Alpha Corp, unknown,2553,0,461,In Transit
41113,2024-07-20,2024-08-09, alpha corp ,Chicago DC,4384,4384,370,Delivered
41114,2023-04-16,, alpha corp ,New York DC,4515,0,244,Delayed
41115,2023-01-04,2023-01-21,Alpha Corp, unknown,2582,2582,256,Delivered
41116,2024-02-05,,Beta Mfg, unknown,1075,0,49,In Transit
41117,2024-02-06,2024-02-25,Beta Mfg,New York DC,1429,1429,43,Delivered
41118,2023-09-30,,Gamma Logistics,Dallas DC,3542,0,,Delayed
41119,2024-03-09,2024-04-04, alpha corp , unknown,2966,2966,10,Delivered
41120,2023-02-21,,Gamma Logistics,Los Angeles DC,4319,0,104,In Transit
41121,2023-02-18,,Alpha Corp,Chicago DC,3547,0,125,In Transit
41122,2023-09-16,2023-10-11,Gamma Logistics, unknown,677,677,379,Delivered
41123,2023-03-21,,Alpha Corp,New York DC,1182,0,395,In Transit
41124,2024-06-23,,Gamma Logistics,New York DC,1065,0,31,Delayed
41125,2023-10-12,2023-10-18, alpha corp ,New York DC,3372,3372,60,Delivered
41126,2023-09-26,,Alpha Corp,Dallas DC,3720,0,274,Delayed
41127,2024-04-28,,Gamma Logistics,Los Angeles DC,1025,0,241,Delayed
41128,2024-01-11,2024-01-27, alpha corp ,Los Angeles DC,3901,3901,132,Delivered
41129,2023-08-16,2023-08-23,Beta Mfg,Chicago DC,4619,3833,,Delivered
41130,2024-09-01,, alpha corp ,Dallas DC,379,0,227,In Transit
41131,2024-05-12,,Gamma Logistics,Chicago DC,1917,0,77,Delayed
41132,2023-08-15,,Delta Supplies,Los Angeles DC,2870,0,196,In Transit
41133,2024-07-23,2024-08-01,Alpha Corp,Los Angeles DC,2511,2511,426,Delivered
41134,2023-07-03,2023-07-29,Alpha Corp, unknown,3051,3051,198,Delivered
41135,2024-01-25,2024-02-22,Gamma Logistics,New York DC,3484,3484,59,Delivered
41136,2024-10-24,,Beta Mfg,Dallas DC,3148,0,197,Delayed
41137,2023-02-10,2023-03-10,Delta Supplies,Los Angeles DC,2868,2868,431,Delivered
41138,2023-07-28,,Delta Supplies,Chicago DC,1721,0,235,Delayed
41139,2024-09-22,,Alpha Corp,New York DC,428,0,407,Delayed
41140,2024-01-09,,Beta Mfg,Los Angeles DC,1683,0,297,Delayed
41141,2023-12-05,,Gamma Logistics,Chicago DC,2770,0,101,In Transit
41142,2023-02-09,,Delta Supplies,Chicago DC,1581,0,87,In Transit
41143,2023-02-10,2023-03-07,Gamma Logistics,New York DC,2476,2476,312,Delivered
41144,2024-01-18,2024-01-24,Delta Supplies,Los Angeles DC,3910,3910,183,Delivered
41145,2023-07-12,2023-08-05, alpha corp , unknown,4663,4663,144,Delivered
41146,2024-08-13,2024-08-16,Gamma Logistics,Chicago DC,3846,3846,242,Delivered
41147,2023-06-25,2023-07-22,Delta Supplies, unknown,448,448,490,Delivered
41148,2023-07-28,2023-07-30, alpha corp , unknown,2488,2413,123,Delivered
41149,2024-08-01,,Gamma Logistics,Chicago DC,1136,0,,In Transit
41150,2023-03-25,,Alpha Corp,Los Angeles DC,3018,0,100,Delayed
41151,2023-04-23,, alpha corp ,Dallas DC,1009,0,429,Delayed
41152,2023-08-22,, alpha corp , unknown,1666,0,196,In Transit
41153,2023-01-09,,Gamma Logistics,Los Angeles DC,2156,0,241,Delayed
41154,2023-07-11,,Delta Supplies,Los Angeles DC,3906,0,44,In Transit
41155,2024-09-11,,Delta Supplies,Dallas DC,3872,0,255,Delayed
41156,2024-01-31,,Beta Mfg,New York DC,1939,0,317,Delayed
41157,2024-03-04,,Delta Supplies, unknown,4662,0,116,Delayed
41158,2023-11-25,2023-12-21, alpha corp ,Los Angeles DC,3587,3587,133,Delivered
41159,2023-05-03,2023-05-08,Gamma Logistics,Dallas DC,2300,2300,394,Delivered
41160,2024-09-07,2024-09-10, alpha corp ,Chicago DC,930,930,423,Delivered
41161,2024-04-08,, alpha corp ,Los Angeles DC,4244,0,428,Delayed
41162,2023-10-18,,Delta Supplies,Chicago DC,384,0,,In Transit
41163,2023-08-07,, alpha corp , unknown,2988,0,217,In Transit
41164,2023-09-03,,Gamma Logistics,New York DC,350,0,172,In Transit
41165,2023-06-18,2023-06-26, alpha corp ,Los Angeles DC,4348,4348,150,Delivered
41166,2023-11-04,,Gamma Logistics, unknown,263,0,282,In Transit
41167,2023-07-01,,Gamma Logistics,New York DC,758,0,219,Delayed
41168,2023-11-20,2023-11-27,Gamma Logistics,Chicago DC,1622,1622,202,Delivered
41169,2024-01-01,, alpha corp ,New York DC,1109,0,203,Delayed
41170,2023-09-01,,Delta Supplies,New York DC,2684,0,436,In Transit
41171,2024-08-25,,Alpha Corp,Dallas DC,4311,0,,Delayed
41172,2023-11-18,,Gamma Logistics, unknown,4293,0,341,In Transit
41173,2023-09-28,, alpha corp , unknown,331,0,386,Delayed
41174,2024-02-13,, alpha corp ,Dallas DC,4333,0,157,In Transit
41175,2023-02-27,,Alpha Corp, unknown,2996,0,400,Delayed
41176,2023-03-13,,Gamma Logistics,Chicago DC,2756,0,390,In Transit
41177,2023-11-14,,Beta Mfg,Los Angeles DC,3615,0,374,In Transit
41178,2024-09-05,,Alpha Corp,Dallas DC,599,0,131,In Transit
41179,2023-04-16,,Alpha Corp,Chicago DC,2794,0,172,Delayed
41180,2023-10-20,2023-10-29, alpha corp , unknown,4410,4410,205,Delivered
41181,2024-03-29,,Gamma Logistics, unknown,737,0,253,In Transit
41182,2023-02-13,,Alpha Corp,Chicago DC,1111,0,481,Delayed
41183,2023-05-17,2023-06-13,Gamma Logistics,Chicago DC,4763,4763,180,Delivered
41184,2023-11-08,,Delta Supplies,New York DC,1803,0,51,In Transit
41185,2024-08-23,,Delta Supplies,Chicago DC,4840,0,487,Delayed
41186,2024-09-22,,Alpha Corp,Dallas DC,2405,0,426,Delayed
41187,2024-03-02,,Alpha Corp,Chicago DC,3730,0,389,Delayed
41188,2024-02-27,,Beta Mfg,New York DC,1564,0,261,In Transit
41189,2024-04-08,2024-04-29,Alpha Corp,New York DC,4884,4884,31,Delivered
41190,2023-06-16,,Beta Mfg,Los Angeles DC,3279,0,77,In Transit
41191,2024-03-13,,Gamma Logistics,Chicago DC,4192,0,261,Delayed
41192,2024-02-17,,Delta Supplies,Los Angeles DC,1349,0,180,In Transit
41193,2023-06-10,,Delta Supplies,Chicago DC,1267,0,35,In Transit
41194,2024-05-22,2024-05-30,Gamma Logistics,Chicago DC,2872,2872,275,Delivered
41195,2023-10-05,2023-10-21,Delta Supplies,Chicago DC,2019,1918,358,Delivered
41196,2023-12-26,,Gamma Logistics,Chicago DC,4024,0,227,In Transit
41197,2023-07-08,,Alpha Corp,Chicago DC,4092,0,211,Delayed
41198,2024-06-22,, alpha corp , unknown,3545,0,141,Delayed
41199,2023-09-12,,Alpha Corp,New York DC,4149,0,396,Delayed
41200,2023-02-17,,Alpha Corp, unknown,4275,0,53,Delayed
41201,2024-11-25,,Beta Mfg, unknown,4274,0,436,Delayed
41202,2023-05-26,, alpha corp ,Dallas DC,1426,0,196,In Transit
41203,2023-12-10,,Alpha Corp, unknown,2267,0,48,Delayed
41204,2023-12-10,,Beta Mfg,Dallas DC,3304,0,196,Delayed
41205,2024-07-26,,Delta Supplies, unknown,1674,0,277,Delayed
41206,2024-02-25,,Alpha Corp,Los Angeles DC,2055,0,449,Delayed
41207,2023-02-23,,Beta Mfg,Los Angeles DC,2101,0,34,In Transit
41208,2023-03-23,,Alpha Corp,New York DC,153,0,200,In Transit
41209,2024-11-04,2024-11-16,Alpha Corp,Dallas DC,2496,2496,141,Delivered
41210,2024-03-09,, alpha corp , unknown,4461,0,470,In Transit
41211,2024-11-02,,Alpha Corp,New York DC,2130,0,18,Delayed
41212,2023-10-20,,Beta Mfg,Los Angeles DC,3530,0,340,In Transit
41213,2024-01-22,2024-02-11,Beta Mfg,New York DC,3231,2843,455,Delivered
41214,2024-06-18,, alpha corp ,Los Angeles DC,3071,0,290,Delayed
41215,2024-04-26,2024-05-09,Alpha Corp,Chicago DC,1896,1896,52,Delivered
41216,2024-03-31,2024-04-18,Beta Mfg, unknown,1814,1814,147,Delivered
41217,2024-03-23,2024-04-02,Delta Supplies,Los Angeles DC,4405,4405,75,Delivered
41218,2023-06-12,,Delta Supplies,Dallas DC,4078,0,339,Delayed
41219,2024-10-16,,Gamma Logistics,Los Angeles DC,1011,0,245,In Transit
41220,2023-05-13,2023-05-31,Delta Supplies,Chicago DC,3534,3534,45,Delivered
41221,2023-03-02,,Delta Supplies, unknown,1823,0,223,Delayed
41222,2023-06-18,, alpha corp ,Los Angeles DC,891,0,245,In Transit
41223,2024-10-19,,Gamma Logistics,Los Angeles DC,2129,0,92,In Transit
41224,2024-07-03,, alpha corp ,New York DC,204,0,282,Delayed
41225,2023-02-11,,Delta Supplies,Los Angeles DC,878,0,201,Delayed
41226,2023-02-17,, alpha corp ,Dallas DC,2546,0,,In Transit
41227,2024-03-13,, alpha corp , unknown,3572,0,206,In Transit
41228,2024-02-05,2024-02-15,Gamma Logistics,Los Angeles DC,4532,4532,383,Delivered
41229,2024-11-17,,Beta Mfg, unknown,986,0,139,Delayed
41230,2024-09-15,,Alpha Corp,New York DC,4375,0,348,Delayed
41231,2024-11-10,2024-11-19, alpha corp , unknown,886,886,163,Delivered
41232,2023-04-19,2023-04-28, alpha corp ,Chicago DC,180,180,255,Delivered
41233,2023-08-01,2023-08-26,Alpha Corp,Dallas DC,3132,3132,186,Delivered
41234,2023-01-11,,Gamma Logistics,Dallas DC,3026,0,442,Delayed
41235,2023-10-03,,Beta Mfg, unknown,784,0,419,In Transit
41236,2024-04-12,,Alpha Corp,Dallas DC,3502,0,49,Delayed
41237,2023-09-16,,Delta Supplies,Chicago DC,2886,0,330,In Transit
41238,2024-09-10,,Beta Mfg,Chicago DC,4021,0,415,In Transit
41239,2024-05-14,,Delta Supplies,Chicago DC,3059,0,140,In Transit
41240,2023-07-13,2023-07-18,Beta Mfg, unknown,2398,2398,43,Delivered
41241,2024-01-30,2024-02-01,Alpha Corp,Los Angeles DC,3266,3266,,Delivered
41242,2023-06-09,,Beta Mfg,Chicago DC,2111,0,77,Delayed
41243,2023-01-05,2023-01-09,Beta Mfg, unknown,1271,1271,408,Delivered
41244,2023-03-06,,Gamma Logistics,Dallas DC,587,0,96,In Transit
41245,2024-07-24,2024-08-11,Gamma Logistics, unknown,2649,2649,432,Delivered
41246,2023-07-17,2023-08-12,Beta Mfg,Los Angeles DC,659,659,388,Delivered
41247,2023-11-20,,Alpha Corp,New York DC,3310,0,76,Delayed
41248,2023-11-23,,Alpha Corp,Chicago DC,1804,0,431,In Transit
41249,2023-02-06,,Delta Supplies,Dallas DC,2180,0,419,In Transit
41250,2023-11-06,,Delta Supplies,New York DC,4786,0,36,In Transit
41251,2024-06-16,,Alpha Corp,Dallas DC,4547,0,283,In Transit
41252,2023-01-14,,Gamma Logistics,New York DC,4266,0,128,Delayed
41253,2023-12-26,2024-01-06,Alpha Corp,Chicago DC,2170,2170,214,Delivered
41254,2024-06-30,,Gamma Logistics, unknown,198,0,218,Delayed
41255,2023-03-04,,Delta Supplies,New York DC,3556,0,476,In Transit
41256,2024-07-31,2024-08-19,Gamma Logistics,Los Angeles DC,261,261,402,Delivered
41257,2024-02-21,,Delta Supplies, unknown,3165,0,175,Delayed
41258,2024-03-03,,Beta Mfg,Los Angeles DC,4923,0,65,Delayed
41259,2024-02-20,2024-03-18,Delta Supplies,Chicago DC,4903,4608,181,Delivered
41260,2023-06-22,2023-06-29,Delta Supplies, unknown,849,849,400,Delivered
41261,2024-09-11,2024-10-04,Beta Mfg,Los Angeles DC,3683,3683,90,Delivered
41262,2024-10-30,,Beta Mfg,Los Angeles DC,3592,0,240,Delayed
41263,2024-04-17,,Gamma Logistics, unknown,3789,0,404,In Transit
41264,2023-10-18,,Beta Mfg,Chicago DC,2349,0,212,Delayed
41265,2023-03-11,2023-03-23,Alpha Corp, unknown,1215,1215,267,Delivered
41266,2024-08-26,2024-09-05,Beta Mfg, unknown,4703,4703,226,Delivered
41267,2023-10-14,,Gamma Logistics,Chicago DC,1404,0,84,Delayed
41268,2023-02-25,,Delta Supplies,Dallas DC,1487,0,241,Delayed
41269,2024-06-10,2024-06-25,Alpha Corp, unknown,2018,2018,422,Delivered
41270,2023-04-15,,Gamma Logistics,New York DC,4361,0,257,In Transit
41271,2023-10-28,2023-11-05,Alpha Corp,New York DC,346,339,448,Delivered
41272,2024-06-29,,Alpha Corp, unknown,4022,0,293,In Transit
41273,2024-10-17,2024-11-05,Alpha Corp,Los Angeles DC,3951,3951,227,Delivered
41274,2023-03-10,2023-03-28,Beta Mfg,Los Angeles DC,3710,3710,443,Delivered
41275,2024-03-28,2024-04-07,Beta Mfg,Chicago DC,3782,3441,,Delivered
41276,2023-08-24,, alpha corp ,Dallas DC,109,0,336,In Transit
41277,2024-05-31,,Beta Mfg,Dallas DC,988,0,188,In Transit
41278,2023-12-05,, alpha corp ,Dallas DC,3445,0,496,Delayed
41279,2024-02-06,2024-02-27,Alpha Corp,Los Angeles DC,1574,1574,196,Delivered
41280,2023-11-30,,Gamma Logistics,Los Angeles DC,623,0,357,In Transit
41281,2024-11-18,2024-11-25,Beta Mfg,Chicago DC,3129,3129,359,Delivered
41282,2024-10-01,, alpha corp ,Dallas DC,1986,0,318,Delayed
41283,2024-04-12,,Gamma Logistics,Dallas DC,2338,0,105,Delayed
41284,2024-05-01,,Delta Supplies,Los Angeles DC,1077,0,89,Delayed
41285,2024-06-03,,Gamma Logistics,Dallas DC,3372,0,357,In Transit
41286,2024-05-30,, alpha corp ,Los Angeles DC,2731,0,347,Delayed
41287,2023-04-26,, alpha corp ,Chicago DC,4254,0,429,Delayed
41288,2023-01-17,,Beta Mfg, unknown,3955,0,288,Delayed
41289,2023-11-27,2023-12-03,Beta Mfg,Los Angeles DC,2802,2802,157,Delivered
41290,2023-08-24,,Delta Supplies, unknown,4670,0,399,In Transit
41291,2024-08-28,2024-09-22, alpha corp ,Chicago DC,2692,2692,60,Delivered
41292,2023-08-02,2023-08-28,Beta Mfg,Dallas DC,4134,4134,79,Delivered
41293,2023-07-04,,Gamma Logistics, unknown,4929,0,92,Delayed
41294,2024-08-27,2024-09-15, alpha corp ,New York DC,4650,4650,122,Delivered
41295,2023-03-02,2023-03-16,Alpha Corp,Los Angeles DC,1682,1682,148,Delivered
41296,2023-06-22,2023-07-17,Alpha Corp,Chicago DC,886,886,390,Delivered
41297,2024-04-13,,Beta Mfg,Dallas DC,4677,0,175,Delayed
41298,2024-04-10,, alpha corp ,Dallas DC,2172,0,468,Delayed
41299,2023-12-10,,Beta Mfg,Dallas DC,3043,0,444,In Transit
41300,2024-03-25,2024-04-16,Alpha Corp,Chicago DC,3724,3500,397,Delivered
41301,2023-08-08,,Alpha Corp,New York DC,4892,0,56,Delayed
41302,2023-02-24,, alpha corp ,New York DC,3643,0,402,In Transit
41303,2023-06-13,,Beta Mfg,Los Angeles DC,3932,0,217,Delayed
41304,2023-06-14,2023-07-07, alpha corp ,Los Angeles DC,785,785,105,Delivered
41305,2023-08-20,2023-09-12, alpha corp ,New York DC,3235,3235,392,Delivered
41306,2023-07-03,,Delta Supplies,Chicago DC,3675,0,158,In Transit
41307,2023-08-05,,Beta Mfg, unknown,3206,0,403,In Transit
41308,2023-09-14,2023-10-09,Beta Mfg,New York DC,4637,4637,471,Delivered
41309,2024-09-10,,Delta Supplies, unknown,3115,0,308,Delayed
41310,2024-11-04,,Gamma Logistics,Dallas DC,2646,0,399,In Transit
41311,2024-02-08,2024-03-02,Alpha Corp, unknown,4169,4169,384,Delivered
41312,2024-01-05,, alpha corp ,Dallas DC,2856,0,15,Delayed
41313,2024-08-12,2024-08-30,Delta Supplies,Los Angeles DC,3066,2974,158,Delivered
41314,2024-01-08,2024-01-25,Alpha Corp, unknown,1838,1838,281,Delivered
41315,2023-03-12,2023-03-17, alpha corp , unknown,156,156,478,Delivered
41316,2024-05-17,2024-06-09, alpha corp ,Dallas DC,4761,4761,389,Delivered
41317,2024-01-01,2024-01-06,Alpha Corp,Chicago DC,1825,1825,204,Delivered
41318,2024-09-06,,Delta Supplies,New York DC,931,0,198,In Transit
41319,2024-09-28,, alpha corp ,New York DC,1612,0,340,In Transit
41320,2023-02-18,,Delta Supplies, unknown,240,0,208,In Transit
41321,2023-05-12,2023-06-09,Beta Mfg,Chicago DC,338,338,423,Delivered
41322,2023-01-19,, alpha corp ,Dallas DC,1279,0,157,Delayed
41323,2023-04-08,2023-05-01,Delta Supplies,Los Angeles DC,305,305,63,Delivered
41324,2024-08-17,,Delta Supplies,Chicago DC,2467,0,193,In Transit
41325,2024-11-25,,Delta Supplies,Dallas DC,3005,0,184,In Transit
41326,2024-10-07,2024-10-28,Alpha Corp,New York DC,4933,4933,401,Delivered
41327,2024-06-22,,Gamma Logistics,Dallas DC,3737,0,,Delayed
41328,2023-08-29,2023-09-13,Gamma Logistics,Chicago DC,1079,1079,103,Delivered
41329,2024-03-31,2024-04-16,Delta Supplies,Dallas DC,2797,2797,394,Delivered
41330,2023-09-12,, alpha corp , unknown,3888,0,165,In Transit
41331,2023-02-05,2023-02-17,Beta Mfg,Dallas DC,3792,3792,329,Delivered
41332,2023-08-31,2023-09-26, alpha corp ,New York DC,4614,4244,42,Delivered
41333,2023-01-12,,Alpha Corp,Chicago DC,4396,0,473,Delayed
41334,2023-04-09,2023-04-15,Beta Mfg,Los Angeles DC,3615,3615,76,Delivered
41335,2023-12-14,,Delta Supplies,New York DC,100,0,212,In Transit
41336,2024-03-18,,Beta Mfg, unknown,3828,0,334,In Transit
41337,2023-08-07,,Alpha Corp,Chicago DC,1579,0,69,In Transit
41338,2024-04-09,, alpha corp ,Los Angeles DC,2595,0,490,Delayed
41339,2024-01-13,,Delta Supplies,Los Angeles DC,4446,0,388,Delayed
41340,2024-09-10,, alpha corp ,Dallas DC,3048,0,61,In Transit
41341,2023-12-11,2024-01-08, alpha corp ,Chicago DC,2446,1981,87,Delivered
41342,2024-08-19,,Alpha Corp,Dallas DC,4627,0,396,Delayed
41343,2023-12-10,2023-12-24,Gamma Logistics,Dallas DC,2911,2911,438,Delivered
41344,2024-05-22,,Gamma Logistics,Los Angeles DC,597,0,,Delayed
41345,2024-01-23,,Alpha Corp, unknown,3156,0,24,Delayed
41346,2023-05-15,,Gamma Logistics,Chicago DC,669,0,437,Delayed
41347,2024-06-01,2024-06-14, alpha corp ,New York DC,4239,4239,421,Delivered
41348,2023-04-05,,Alpha Corp,Los Angeles DC,1848,0,326,In Transit
41349,2023-07-08,,Alpha Corp,New York DC,632,0,333,Delayed
41350,2023-03-07,, alpha corp ,Chicago DC,2596,0,262,In Transit
41351,2024-08-12,,Beta Mfg,New York DC,4936,0,239,Delayed
41352,2024-07-22,,Beta Mfg,Chicago DC,3598,0,134,In Transit
41353,2024-02-28,,Beta Mfg,Chicago DC,2779,0,432,In Transit
41354,2024-06-08,2024-07-07, alpha corp , unknown,483,483,64,Delivered
41355,2024-03-19,, alpha corp ,Los Angeles DC,1537,0,383,Delayed
41356,2024-07-19,,Beta Mfg,New York DC,2342,0,460,In Transit
41357,2023-09-27,2023-09-29,Beta Mfg,Chicago DC,2495,2495,496,Delivered
41358,2024-04-02,, alpha corp ,New York DC,720,0,391,In Transit
41359,2023-12-19,,Beta Mfg,Dallas DC,4500,0,362,Delayed
41360,2023-11-03,2023-11-15,Gamma Logistics, unknown,3202,3202,167,Delivered
41361,2024-08-04,,Beta Mfg,Chicago DC,3390,0,386,In Transit
41362,2023-11-17,,Beta Mfg,Dallas DC,3386,0,457,Delayed
41363,2023-10-07,,Alpha Corp,New York DC,3401,0,176,In Transit
41364,2023-02-03,2023-02-23,Delta Supplies,Dallas DC,4844,4844,328,Delivered
41365,2024-07-29,2024-08-04,Gamma Logistics,Los Angeles DC,1383,1272,126,Delivered
41366,2024-05-14,2024-05-30,Beta Mfg,Chicago DC,3963,3963,157,Delivered
41367,2024-07-28,,Delta Supplies,Dallas DC,4918,0,493,Delayed
41368,2024-03-12,, alpha corp ,Dallas DC,444,0,421,Delayed
41369,2024-11-17,, alpha corp ,Los Angeles DC,3797,0,470,In Transit
41370,2024-01-18,, alpha corp ,Los Angeles DC,3160,0,262,Delayed
41371,2023-11-21,, alpha corp ,Los Angeles DC,2045,0,110,In Transit
41372,2024-07-01,,Alpha Corp, unknown,942,0,244,In Transit
41373,2024-07-22,,Gamma Logistics,Chicago DC,4385,0,223,In Transit
41374,2023-11-04,,Gamma Logistics,Los Angeles DC,1868,0,39,Delayed
41375,2024-06-07,,Gamma Logistics,Dallas DC,2408,0,128,In Transit
41376,2024-10-25,,Beta Mfg,Los Angeles DC,3209,0,488,Delayed
41377,2024-05-10,,Gamma Logistics, unknown,2353,0,494,In Transit
41378,2023-07-19,,Delta Supplies,Los Angeles DC,493,0,,Delayed
41379,2023-10-26,2023-10-28, alpha corp ,Dallas DC,811,811,316,Delivered
41380,2024-11-23,2024-12-02,Delta Supplies,Los Angeles DC,4328,4328,496,Delivered
41381,2023-11-17,2023-12-14,Beta Mfg,Dallas DC,2005,2005,45,Delivered
41382,2023-11-20,,Delta Supplies,Chicago DC,2015,0,120,In Transit
41383,2024-01-01,,Gamma Logistics,Chicago DC,2498,0,216,In Transit
41384,2023-02-28,,Beta Mfg,New York DC,1186,0,379,Delayed
41385,2023-01-20,,Gamma Logistics,Los Angeles DC,3152,0,347,In Transit
41386,2023-10-22,2023-11-16,Gamma Logistics,Chicago DC,458,412,329,Delivered
41387,2023-08-05,,Alpha Corp,New York DC,4257,0,345,In Transit
41388,2024-06-09,,Alpha Corp,New York DC,3529,0,199,In Transit
41389,2024-04-20,,Beta Mfg,Dallas DC,1954,0,110,In Transit
41390,2024-06-21,2024-07-07,Gamma Logistics, unknown,4461,4461,213,Delivered
41391,2024-02-19,,Beta Mfg,Dallas DC,2902,0,112,In Transit
41392,2024-01-07,,Alpha Corp,Dallas DC,3820,0,297,Delayed
41393,2024-03-27,2024-04-07,Delta Supplies,New York DC,2332,2332,77,Delivered
41394,2023-11-09,,Beta Mfg,Chicago DC,1366,0,127,In Transit
41395,2024-02-09,, alpha corp ,Los Angeles DC,2892,0,202,In Transit
41396,2024-06-21,,Delta Supplies,Chicago DC,775,0,134,In Transit
41397,2023-07-15,2023-08-07,Beta Mfg,New York DC,1058,1058,464,Delivered
41398,2024-04-08,,Alpha Corp,Chicago DC,1123,0,,Delayed
41399,2024-05-29,2024-06-26,Beta Mfg,Los Angeles DC,859,755,478,Delivered
41400,2024-04-18,,Beta Mfg,Chicago DC,540,0,113,Delayed
41401,2024-07-17,,Alpha Corp, unknown,2372,0,40,In Transit
41402,2023-05-19,,Delta Supplies, unknown,2904,0,66,Delayed
41403,2024-08-08,,Gamma Logistics,Dallas DC,1419,0,,Delayed
41404,2023-12-10,2023-12-31,Beta Mfg, unknown,369,369,204,Delivered
41405,2023-02-12,,Gamma Logistics, unknown,4995,0,30,In Transit
41406,2024-04-12,,Beta Mfg,Los Angeles DC,212,0,257,In Transit
41407,2024-06-10,,Beta Mfg, unknown,4213,0,467,In Transit
41408,2023-06-25,, alpha corp ,Los Angeles DC,1642,0,,Delayed
