TicketID,DateOpened,DateClosed,Category,Priority,AgentName,ResolutionTimeHrs,CSAT_Score
81263,2024-06-18,2024-06-21,General,Medium,David W.,72,2
81264,2024-04-02,2024-04-02,Billing,Urgent,Mike T.,8,1
81265,2024-07-01,2024-07-01, technical ,High,Jessica L.,16,5
81266,2024-02-03,2024-02-04,Billing,High,Mike T.,24,4
81267,2024-08-07,2024-08-07,General,Urgent,David W.,7,3
81268,2024-12-10,,General,Medium,Tom B.,,
81269,2024-12-02,2024-12-03,Account,Low,Mike T.,24,4
81270,2024-05-17,2024-05-18,Billing,Medium,David W.,33,5
81271,2024-11-04,2024-11-06,General,Medium,Tom B.,70,4
81272,2024-10-26,2024-10-26,Account,Medium,Tom B.,1,1
81273,2024-02-01,2024-02-05,Account,Low,David W.,108,2
81274,2024-05-17,2024-05-17,Billing,Urgent,Sarah K.,23,1
81275,2024-09-17,2024-09-20,Billing,Medium,Sarah K.,72,4
81276,2024-09-15,2024-09-18, technical ,Medium,Tom B.,72,2
81277,2024-03-30,2024-04-01,Technical,Medium,Mike T.,54,3
81278,2024-12-11,2024-12-12, technical ,Medium,Jessica L.,43,1
81279,2024-09-15,2024-09-15,General,Low,David W.,23,5
81280,2024-10-16,2024-10-18,Billing,Medium,David W.,57,5
81281,2024-12-09,2024-12-09,General,Medium,David W.,22,2
81282,2024-06-27,2024-06-30,Technical,Low,Mike T.,83,1
81283,2024-10-21,2024-10-21,General,High,David W.,23,2
81284,2024-11-22,,BILLING,Medium,Tom B.,,
81285,2024-03-21,2024-03-21,Account,Urgent,Mike T.,10,
81286,2024-02-09,2024-02-09,BILLING,Urgent,Mike T.,-2,
81287,2024-11-17,2024-11-17,Technical,Urgent,Sarah K.,19,4
81288,2024-09-15,2024-09-18,Billing,High,Mike T.,73,2
81289,2024-03-16,,Account,High,Mike T.,,
81290,2024-06-07,2024-06-08,Technical,Urgent,Jessica L.,30,1
81291,2024-07-25,2024-07-29, technical ,Low,Jessica L.,96,5
81292,2024-02-16,2024-02-17,General,High,Tom B.,43,4
81293,2024-09-04,,BILLING,High,Tom B.,,
81294,2024-01-21,2024-01-21,Account,Low,Jessica L.,20,5
81295,2024-07-25,2024-07-26,BILLING,Low,Jessica L.,37,5
81296,2024-08-30,2024-09-03,Technical,Medium,Mike T.,109,
81297,2024-04-08,2024-04-09, technical ,Urgent,Sarah K.,28,5
81298,2024-05-08,2024-05-09,Technical,High,Tom B.,40,2
81299,2024-09-18,2024-09-18,BILLING,Low,Mike T.,12,1
81300,2024-07-17,2024-07-17, technical ,Urgent,David W.,13,1
81301,2024-09-07,2024-09-11,Account,High,Jessica L.,109,3
81302,2024-09-04,2024-09-04, technical ,Urgent,Sarah K.,-21,4
81303,2024-12-04,,Technical,High,Jessica L.,,
81304,2024-06-19,,General,High,Sarah K.,,
81305,2024-07-12,2024-07-13,Technical,Low,David W.,41,2
81306,2024-01-27,,Billing,Urgent,Jessica L.,,
81307,2024-02-09,2024-02-09,Billing,Low,Sarah K.,2,5
81308,2024-03-26,2024-03-30, technical ,Medium,David W.,118,2
81309,2024-03-08,2024-03-12,Technical,High,Jessica L.,117,4
81310,2024-12-06,2024-12-09,Account,High,David W.,92,5
81311,2024-08-29,2024-09-02,General,Medium,Sarah K.,109,3
81312,2024-04-18,2024-04-22,Billing,High,Jessica L.,110,3
81313,08/22/2024,,Account,Medium,Sarah K.,,
81314,2024-03-05,2024-03-06, technical ,Urgent,Jessica L.,31,3
81315,2024-12-04,2024-12-04, technical ,Low,Tom B.,6,2
81316,2024-10-10,2024-10-12,General,High,Jessica L.,68,5
81317,2024-03-17,, technical ,Urgent,Jessica L.,,
81318,2024-06-27,2024-07-01,BILLING,Low,Sarah K.,109,
81319,2024-12-07,2024-12-11,BILLING,Medium,Tom B.,98,1
81320,2024-01-29,,Technical,Medium,Mike T.,,
81321,2024-06-24,2024-06-24, technical ,Urgent,David W.,14,4
81322,2024-08-01,,BILLING,Medium,David W.,,
81323,2024-05-31,,General,High,Mike T.,,
81324,2024-10-11,2024-10-11,Technical,Urgent,Mike T.,12,
81325,2024-09-29,2024-09-29,Technical,Urgent,David W.,13,
81326,2024-03-30,2024-04-01,Account,Low,Jessica L.,62,
81327,2024-04-14,2024-04-14,Billing,Urgent,Sarah K.,8,2
81328,2024-12-29,2024-12-30,General,Urgent,David W.,31,
81329,2024-11-04,,Technical,Low,Jessica L.,,
81330,2024-03-12,2024-03-15, technical ,Low,Mike T.,89,4
81331,2024-05-12,2024-05-13,Technical,Low,David W.,32,3
81332,2024-05-16,2024-05-16, technical ,Low,Sarah K.,9,3
81333,2024-02-08,2024-02-09, technical ,Low,Tom B.,-30,3
81334,2024-11-20,2024-11-21,Billing,Medium,Sarah K.,43,4
81335,2024-08-27,2024-08-30,Billing,High,David W.,92,4
81336,2024-06-13,2024-06-13,Account,High,Mike T.,10,5
81337,2024-10-01,2024-10-01, technical ,Medium,Tom B.,8,3
81338,2024-04-09,2024-04-11,Billing,Medium,Mike T.,64,1
81339,2024-11-24,,General,Medium,David W.,,
81340,2024-06-22,2024-06-24,BILLING,Low,Tom B.,52,1
81341,2024-08-28,2024-08-30,General,Medium,Tom B.,65,5
81342,2024-01-16,, technical ,Urgent,Sarah K.,,
81343,2024-04-07,2024-04-08,General,Medium,Tom B.,38,5
81344,2024-07-06,2024-07-07,Technical,Urgent,Mike T.,27,3
81345,2024-11-01,2024-11-04,Technical,Medium,David W.,93,5
81346,2024-01-06,2024-01-06,General,Medium,Tom B.,17,3
81347,2024-04-28,2024-04-30,General,Medium,Jessica L.,61,3
81348,2024-02-02,2024-02-03,General,Low,Sarah K.,37,1
81349,2024-01-13,,General,Low,Sarah K.,,
81350,2024-10-15,2024-10-18,Technical,High,Sarah K.,89,5
81351,2024-12-09,2024-12-09,Billing,Low,Jessica L.,16,1
81352,2024-05-01,2024-05-05, technical ,High,Tom B.,99,2
81353,2024-06-19,2024-06-22,Account,High,Jessica L.,92,5
81354,2024-07-28,2024-07-28, technical ,Urgent,Jessica L.,16,5
81355,2024-11-14,2024-11-16,General,High,David W.,60,4
81356,2024-02-13,2024-02-16,BILLING,High,Tom B.,92,3
81357,2024-09-06,2024-09-07,Technical,Urgent,Sarah K.,34,4
81358,2024-02-19,2024-02-21,Billing,High,Tom B.,61,
81359,2024-09-13,2024-09-17,Billing,High,David W.,106,
81360,2024-02-14,2024-02-18,Account,Medium,David W.,109,4
81361,2024-12-21,2024-12-23,BILLING,Low,Mike T.,49,2
81362,2024-03-09,2024-03-13,Account,Low,Mike T.,113,4
81363,2024-06-04,2024-06-05, technical ,Urgent,Mike T.,-32,
81364,2024-10-13,,Billing,Medium,Mike T.,,
81365,2024-12-24,2024-12-26,Billing,Medium,Mike T.,58,4
81366,04/07/2024,2024-04-08,General,Low,Sarah K.,42,2
81367,2024-12-08,2024-12-08,Technical,Low,Tom B.,14,4
81368,2024-01-25,2024-01-26,BILLING,Low,Tom B.,37,5
81369,2024-03-02,2024-03-05,BILLING,Low,Tom B.,85,5
81370,2024-08-25,2024-08-25, technical ,Urgent,Tom B.,9,1
81371,2024-10-18,2024-10-19,Account,Low,Jessica L.,45,3
81372,2024-03-02,,Billing,High,Mike T.,,
81373,2024-03-30,2024-04-03,Technical,High,Jessica L.,107,5
81374,2024-12-22,,General,Medium,Sarah K.,,
81375,2024-02-02,2024-02-02, technical ,Urgent,Mike T.,23,5
81376,2024-05-19,2024-05-19,Billing,Urgent,David W.,8,4
81377,07/20/2024,2024-07-24,Billing,High,Mike T.,99,2
81378,06/27/2024,,Billing,Low,Jessica L.,,
81379,2024-01-25,,General,High,Jessica L.,,
81380,2024-05-12,2024-05-16,BILLING,Low,David W.,111,3
81381,2024-05-07,2024-05-09,Billing,Low,Jessica L.,60,2
81382,2024-06-25,2024-06-25,Billing,Urgent,Mike T.,13,2
81383,2024-07-29,,BILLING,Low,Mike T.,,
81384,2024-11-29,2024-12-02,Account,Medium,Sarah K.,83,5
81385,2024-10-29,2024-10-30,Account,Low,Mike T.,37,3
81386,2024-01-13,,Billing,High,Sarah K.,,
81387,2024-09-20,2024-09-20,Technical,Urgent,Jessica L.,7,3
81388,2024-07-26,2024-07-29, technical ,Medium,Tom B.,93,3
81389,2024-03-25,2024-03-26,Account,High,Jessica L.,40,5
81390,2024-11-01,2024-11-02,Account,High,Sarah K.,36,
81391,2024-11-14,2024-11-18, technical ,Medium,Jessica L.,116,
81392,2024-10-18,2024-10-20,Technical,Low,Jessica L.,54,3
81393,2024-05-23,2024-05-23,General,Urgent,Sarah K.,8,5
81394,2024-06-09,2024-06-12,Account,High,David W.,83,
81395,2024-01-12,2024-01-12,BILLING,Urgent,Tom B.,23,2
81396,2024-03-18,2024-03-19,BILLING,High,Tom B.,31,5
81397,2024-12-11,2024-12-14,Billing,Medium,Jessica L.,75,4
81398,2024-11-28,2024-11-28,General,Medium,David W.,3,
81399,2024-01-24,2024-01-27,Billing,High,David W.,82,5
81400,2024-09-08,2024-09-11,BILLING,High,Tom B.,86,3
81401,2024-10-17,2024-10-17, technical ,Urgent,Jessica L.,10,3
81402,2024-07-02,2024-07-03, technical ,High,Mike T.,-27,3
81403,2024-05-15,2024-05-15,Billing,Low,Mike T.,22,1
81404,2024-10-08,,General,Urgent,Jessica L.,,
81405,03/02/2024,2024-03-05,Technical,High,Jessica L.,82,5
81406,2024-03-06,2024-03-08,General,Medium,Tom B.,69,5
81407,2024-07-31,2024-08-04,Account,Low,Sarah K.,97,1
81408,12/08/2024,2024-12-09, technical ,Medium,Sarah K.,46,3
81409,2024-04-11,2024-04-14,Billing,Low,Tom B.,95,2
81410,2024-05-24,2024-05-27,BILLING,Low,Mike T.,81,1
81411,2024-04-06,2024-04-06,General,High,Sarah K.,20,2
81412,2024-11-16,2024-11-17,Technical,High,Sarah K.,27,2
81413,2024-09-30,2024-10-04,Billing,High,Mike T.,118,3
81414,2024-10-26,2024-10-29,Technical,High,Sarah K.,73,3
81415,2024-05-05,2024-05-08,BILLING,Medium,Tom B.,92,
81416,2024-03-09,2024-03-09, technical ,Urgent,Mike T.,5,1
81417,2024-01-22,2024-01-22,Account,Urgent,Jessica L.,7,4
81418,2024-06-13,2024-06-17,Billing,High,Sarah K.,118,4
81419,2024-04-29,2024-04-29,General,Urgent,Mike T.,20,2
81420,2024-02-04,2024-02-06,Technical,Low,Jessica L.,58,1
81421,2024-04-24,2024-04-24,BILLING,High,Jessica L.,15,1
81422,2024-12-01,2024-12-02,Technical,High,Jessica L.,42,3
81423,2024-03-02,,Account,High,David W.,,
81424,2024-12-22,2024-12-26,General,High,Sarah K.,98,2
81425,2024-01-14,2024-01-15,Billing,Medium,Tom B.,37,5
81426,2024-08-14,2024-08-15,Technical,Low,Tom B.,47,
81427,2024-05-22,2024-05-22,BILLING,Medium,Mike T.,-8,4
81428,2024-02-28,2024-03-01,Account,High,Mike T.,59,4
81429,2024-04-11,2024-04-13,Technical,Medium,Mike T.,69,2
81430,2024-01-27,2024-01-28,Technical,Urgent,Mike T.,35,5
81431,2024-12-12,2024-12-13,Technical,Low,Mike T.,40,4
81432,11/09/2024,,Technical,Low,Mike T.,,
81433,09/10/2024,,General,Medium,Tom B.,,
81434,2024-12-10,2024-12-11,Billing,High,Mike T.,37,4
81435,2024-12-22,2024-12-23,Technical,Urgent,Tom B.,33,5
81436,2024-11-28,2024-11-30,Account,Low,David W.,64,3
81437,2024-07-12,2024-07-16,General,Low,Mike T.,96,3
81438,2024-12-11,2024-12-11,Account,Urgent,Sarah K.,17,5
81439,2024-02-15,2024-02-19,Account,Medium,Sarah K.,105,
81440,2024-03-19,2024-03-23, technical ,Low,Jessica L.,119,1
81441,2024-08-19,2024-08-20,Account,Urgent,David W.,26,3
81442,2024-12-30,2024-12-30, technical ,High,Mike T.,16,1
81443,2024-09-27,2024-09-27,Account,Urgent,Mike T.,1,2
81444,2024-03-08,,Technical,High,David W.,,
81445,2024-07-20,,Account,Low,Jessica L.,,
81446,2024-09-01,2024-09-04,Technical,Low,Jessica L.,76,1
81447,2024-06-13,2024-06-15,Account,High,David W.,63,2
81448,2024-11-10,2024-11-11,BILLING,Low,Mike T.,30,5
81449,2024-03-20,2024-03-21,Technical,High,Sarah K.,38,2
81450,2024-09-06,2024-09-06,General,Low,Sarah K.,17,2
81451,2024-01-17,2024-01-17,Account,Medium,Sarah K.,17,5
81452,2024-06-09,2024-06-10, technical ,Low,Sarah K.,38,5
81453,2024-09-18,, technical ,High,Sarah K.,,
81454,2024-11-08,2024-11-12,Billing,High,Tom B.,114,4
81455,2024-11-19,2024-11-21,Billing,Low,Tom B.,66,1
81456,06/19/2024,2024-06-23, technical ,Low,Jessica L.,101,
81457,2024-09-10,2024-09-14,Account,Low,Mike T.,99,5
81458,2024-09-16,2024-09-19,General,High,Mike T.,75,1
81459,2024-09-26,2024-09-30,BILLING,Medium,David W.,101,1
81460,2024-03-12,2024-03-15, technical ,Medium,Sarah K.,72,5
81461,2024-11-30,2024-11-30,General,High,Jessica L.,14,2
81462,2024-05-30,2024-05-30, technical ,High,Mike T.,21,5
81463,2024-06-03,2024-06-04,BILLING,High,Mike T.,34,1
81464,2024-08-14,,Technical,Urgent,David W.,,
81465,2024-04-27,,Account,Medium,Sarah K.,,
81466,2024-08-15,2024-08-19, technical ,Low,Sarah K.,109,1
81467,2024-07-24,2024-07-25,Technical,Low,Sarah K.,44,2
81468,2024-05-27,2024-05-28,Account,Urgent,Sarah K.,26,1
81469,2024-01-10,2024-01-11,Technical,Urgent,Tom B.,31,
81470,2024-06-01,2024-06-01,Account,Urgent,Mike T.,5,5
81471,2024-12-04,2024-12-08,Account,Low,David W.,96,5
81472,2024-09-06,2024-09-06, technical ,Urgent,Mike T.,13,2
81473,2024-10-20,2024-10-24,Billing,Low,Jessica L.,97,3
81474,2024-06-22,2024-06-23,BILLING,Urgent,Mike T.,29,1
81475,2024-10-13,2024-10-14,General,High,Tom B.,-33,3
81476,2024-11-30,2024-11-30, technical ,Urgent,David W.,3,2
81477,2024-05-26,2024-05-26,Account,Urgent,Tom B.,13,5
81478,2024-07-23,2024-07-23,BILLING,Low,David W.,21,3
81479,2024-01-07,2024-01-09,Billing,Medium,Sarah K.,63,1
81480,2024-09-15,2024-09-16,General,High,Jessica L.,35,4
81481,2024-01-28,2024-01-29,Billing,Urgent,David W.,27,4
81482,2024-10-27,2024-10-27,BILLING,Urgent,Jessica L.,22,1
81483,2024-09-08,2024-09-08,General,Low,Tom B.,3,1
81484,2024-01-13,2024-01-13,BILLING,Urgent,David W.,7,1
81485,06/01/2024,2024-06-01,BILLING,Urgent,David W.,8,
81486,2024-11-13,2024-11-13, technical ,Low,Tom B.,3,
81487,03/13/2024,2024-03-13,Technical,Urgent,Mike T.,9,1
81488,2024-11-12,2024-11-15,Billing,High,Sarah K.,80,4
81489,2024-05-18,,Billing,Medium,Mike T.,,
81490,2024-10-02,2024-10-02,Account,Urgent,Jessica L.,3,1
81491,2024-11-28,2024-11-28,Technical,High,David W.,-19,2
81492,2024-02-24,2024-02-24,Technical,Urgent,David W.,11,1
81493,2024-12-21,2024-12-21,Account,Medium,Tom B.,14,3
81494,2024-07-05,2024-07-05,General,Urgent,Mike T.,10,1
81495,07/15/2024,2024-07-15, technical ,Urgent,Jessica L.,22,3
81496,2024-08-29,2024-08-30, technical ,Medium,Tom B.,37,5
81497,2024-01-01,2024-01-04,Billing,Medium,David W.,82,2
81498,2024-11-29,2024-12-03,Technical,High,David W.,113,3
81499,2024-04-22,2024-04-26,BILLING,High,David W.,119,
81500,2024-02-23,,Technical,Medium,Jessica L.,,
81501,2024-05-19,2024-05-23,Billing,Low,David W.,104,3
81502,02/21/2024,2024-02-22,BILLING,Medium,Jessica L.,-28,1
81503,2024-06-27,2024-06-27,General,Low,Mike T.,22,1
81504,2024-11-10,2024-11-10,BILLING,Low,David W.,5,1
81505,2024-07-12,2024-07-12,Technical,High,David W.,20,3
81506,2024-07-24,,Account,High,Mike T.,,
81507,2024-01-04,2024-01-04,Account,Low,David W.,15,3
81508,2024-10-16,2024-10-17,General,High,David W.,43,3
81509,2024-10-17,2024-10-17,Technical,Urgent,Mike T.,19,4
81510,2024-04-28,2024-04-30,BILLING,Low,Jessica L.,60,4
81511,2024-03-22,,Account,Low,David W.,,
81512,2024-09-02,,BILLING,Urgent,Sarah K.,,
81513,2024-02-19,,Account,Medium,Tom B.,,
81514,2024-05-23,2024-05-23,General,Urgent,Sarah K.,6,5
81515,2024-12-15,2024-12-15,Account,Medium,David W.,17,3
81516,2024-06-27,2024-06-28, technical ,Urgent,Mike T.,24,
81517,2024-01-08,2024-01-10,Technical,Low,Tom B.,60,1
81518,2024-05-29,2024-05-30,Technical,Urgent,Tom B.,25,3
81519,2024-04-19,2024-04-23,BILLING,Medium,David W.,103,4
81520,2024-02-19,2024-02-19,BILLING,Urgent,Tom B.,-9,3
81521,2024-05-23,2024-05-26,Technical,High,Sarah K.,92,
81522,2024-01-18,2024-01-18,Account,High,Jessica L.,12,5
81523,2024-06-26,,General,Urgent,Sarah K.,,
81524,04/13/2024,2024-04-17,General,Medium,Sarah K.,118,1
81525,2024-05-02,, technical ,High,Sarah K.,,
81526,2024-06-08,2024-06-12,Technical,Low,Sarah K.,96,2
81527,2024-07-09,,Account,Medium,David W.,,
81528,2024-01-19,2024-01-21,Account,Low,Tom B.,58,4
81529,2024-05-22,2024-05-23, technical ,Medium,Mike T.,28,2
81530,2024-09-16,2024-09-17,Technical,Low,Sarah K.,40,1
81531,2024-05-24,2024-05-24,BILLING,Urgent,David W.,15,5
81532,2024-06-17,2024-06-20, technical ,Medium,Sarah K.,78,1
81533,2024-08-22,2024-08-26,Billing,High,Sarah K.,114,
81534,2024-01-27,2024-01-30,Billing,Medium,Tom B.,74,1
81535,2024-12-03,2024-12-04, technical ,Medium,Mike T.,31,4
81536,2024-04-18,2024-04-20,BILLING,Medium,Mike T.,52,2
81537,2024-10-24,2024-10-28, technical ,Low,Sarah K.,100,2
81538,10/23/2024,2024-10-26,Technical,Medium,Mike T.,91,5
81539,2024-08-15,2024-08-19,Account,High,Mike T.,97,
81540,2024-12-24,2024-12-28,Account,Medium,Sarah K.,117,4
81541,2024-11-25,2024-11-26,Technical,Medium,Jessica L.,34,3
81542,2024-04-11,2024-04-11,BILLING,High,Tom B.,2,2
81543,2024-02-03,2024-02-03,Technical,Urgent,David W.,9,4
81544,2024-09-01,2024-09-01, technical ,Urgent,Sarah K.,23,5
81545,2024-09-23,2024-09-24,General,High,Mike T.,27,4
81546,2024-06-11,2024-06-11,BILLING,Urgent,Mike T.,9,2
81547,2024-09-10,2024-09-11,Account,Urgent,Tom B.,31,5
81548,2024-07-01,2024-07-02,Account,Urgent,David W.,34,4
81549,2024-07-12,2024-07-16,Technical,Low,Tom B.,98,5
81550,2024-11-23,2024-11-25,Billing,Medium,Mike T.,48,4
81551,2024-03-13,2024-03-17,Billing,Medium,David W.,103,5
81552,02/10/2024,2024-02-14,General,High,Tom B.,103,
81553,2024-04-15,2024-04-15,Technical,Urgent,Mike T.,11,5
81554,2024-02-06,2024-02-09,Billing,Medium,Sarah K.,92,5
81555,2024-04-20,2024-04-24,General,Medium,Jessica L.,105,2
81556,2024-04-20,2024-04-20,General,High,Sarah K.,10,2
81557,2024-04-10,,Technical,Low,Mike T.,,
81558,2024-04-07,2024-04-10,Billing,Low,Sarah K.,83,4
81559,2024-01-10,2024-01-11,Account,High,Mike T.,32,5
81560,2024-08-06,2024-08-06,Billing,Medium,David W.,9,4
81561,2024-07-13,2024-07-14,Billing,Urgent,Mike T.,29,2
81562,2024-06-24,2024-06-24,Account,High,David W.,20,
81563,2024-12-18,2024-12-18, technical ,High,Mike T.,6,5
81564,2024-06-05,2024-06-05,Billing,Medium,Tom B.,8,3
81565,2024-10-18,2024-10-22, technical ,High,David W.,103,3
81566,2024-09-03,2024-09-04,General,Low,Mike T.,36,2
81567,2024-04-03,2024-04-03,Account,Low,David W.,9,1
81568,2024-01-30,2024-02-03,Technical,High,Jessica L.,107,1
81569,2024-04-04,2024-04-07,BILLING,Medium,Mike T.,91,5
81570,2024-11-14,2024-11-14, technical ,Low,Sarah K.,20,3
81571,2024-04-11,2024-04-14, technical ,Medium,Sarah K.,93,1
81572,10/07/2024,2024-10-07,Billing,Low,Sarah K.,17,5
81573,2024-04-24,2024-04-24,Billing,Urgent,David W.,13,1
81574,2024-04-26,2024-04-26,BILLING,Urgent,Sarah K.,20,3
81575,2024-05-07,2024-05-11,Technical,Medium,Tom B.,100,
81576,2024-07-03,2024-07-06,BILLING,Medium,Sarah K.,72,5
81577,2024-09-14,2024-09-18,General,Low,Sarah K.,100,
81578,2024-10-25,2024-10-27, technical ,Low,Mike T.,71,4
81579,2024-09-11,2024-09-14,Technical,Medium,Tom B.,88,3
81580,2024-12-09,2024-12-09,General,High,Tom B.,16,1
81581,2024-10-19,,Account,High,Mike T.,,
81582,2024-10-09,2024-10-12,Account,Low,Sarah K.,84,1
81583,2024-03-26,2024-03-26,Account,Urgent,David W.,10,3
81584,2024-02-25,2024-02-26,Technical,Medium,Mike T.,-32,5
81585,2024-08-24,2024-08-24,General,Urgent,Mike T.,16,2
81586,2024-04-24,, technical ,Low,Tom B.,,
81587,2024-04-08,2024-04-09,Technical,Urgent,Tom B.,34,4
81588,2024-12-15,2024-12-19, technical ,High,Mike T.,112,
81589,2024-08-04,2024-08-04,Billing,Urgent,Sarah K.,22,2
81590,2024-02-18,,Account,Medium,Jessica L.,,
81591,2024-01-24,2024-01-27,Technical,High,Sarah K.,85,3
81592,2024-02-27,2024-03-02,Account,High,Jessica L.,96,2
81593,2024-06-11,2024-06-11,Account,Medium,David W.,1,4
81594,2024-05-24,2024-05-27, technical ,Low,Sarah K.,87,5
81595,2024-07-12,2024-07-13, technical ,Medium,Mike T.,38,1
81596,05/04/2024,2024-05-05,Billing,Medium,David W.,36,5
81597,2024-08-25,2024-08-26,Billing,Low,Tom B.,34,3
81598,2024-12-18,2024-12-18, technical ,Urgent,Jessica L.,5,5
81599,2024-09-21,,Technical,High,Sarah K.,,
81600,2024-06-18,2024-06-22, technical ,Medium,Sarah K.,98,1
81601,2024-08-27,2024-08-30,Billing,Low,Tom B.,76,5
81602,2024-01-10,,Account,Low,Mike T.,,
81603,2024-05-01,2024-05-03,Account,High,Tom B.,51,4
81604,2024-07-07,,Account,Medium,Tom B.,,
81605,2024-05-24,2024-05-26,Billing,Low,Tom B.,50,4
81606,2024-11-03,,Technical,High,Sarah K.,,
81607,2024-02-18,2024-02-18,Technical,High,Jessica L.,21,3
81608,2024-12-13,2024-12-14, technical ,Urgent,Sarah K.,25,5
81609,2024-10-11,2024-10-11,Technical,High,Tom B.,11,3
81610,2024-12-12,2024-12-13,General,Medium,Mike T.,37,2
81611,2024-06-05,2024-06-08,BILLING,Medium,Tom B.,89,2
81612,2024-09-26,2024-09-29,Technical,High,Sarah K.,83,4
81613,2024-12-03,2024-12-05, technical ,Low,Sarah K.,70,2
81614,2024-01-04,2024-01-05,Billing,High,Mike T.,32,5
81615,2024-12-20,2024-12-21,BILLING,High,Tom B.,25,5
81616,12/14/2024,2024-12-15, technical ,Low,Mike T.,45,4
81617,2024-06-02,2024-06-03,General,Urgent,Sarah K.,24,3
81618,2024-03-27,2024-03-31,BILLING,Medium,Jessica L.,117,1
81619,2024-06-05,2024-06-09,Technical,Low,Tom B.,116,5
81620,2024-06-28,2024-06-29, technical ,Medium,Tom B.,30,1
81621,2024-07-28,2024-07-30,Account,Medium,Mike T.,56,3
81622,2024-03-23,2024-03-23,General,Low,Tom B.,2,3
81623,2024-05-08,2024-05-10,Billing,High,David W.,69,3
81624,08/27/2024,,Account,Urgent,Mike T.,,
81625,2024-11-12,2024-11-12,Account,Urgent,Tom B.,15,4
81626,2024-06-15,2024-06-16, technical ,High,Tom B.,29,5
81627,2024-10-09,2024-10-13, technical ,High,David W.,101,4
81628,2024-10-03,2024-10-05,Billing,Low,Jessica L.,68,2
81629,12/20/2024,2024-12-20, technical ,High,Mike T.,1,4
81630,2024-12-11,2024-12-15,Account,Low,Mike T.,118,4
81631,2024-03-17,2024-03-19,Account,Medium,Mike T.,70,
81632,2024-10-23,2024-10-26,General,High,David W.,88,1
81633,2024-02-01,2024-02-05,BILLING,Medium,Mike T.,107,5
81634,2024-05-15,2024-05-17,BILLING,Medium,Sarah K.,62,2
81635,2024-08-01,2024-08-04,General,High,Tom B.,88,5
81636,10/13/2024,2024-10-16,Account,High,Tom B.,80,
81637,2024-03-09,2024-03-09,BILLING,Medium,Tom B.,19,1
81638,2024-02-11,,BILLING,High,Tom B.,,
81639,2024-05-04,2024-05-05,General,High,David W.,25,5
81640,2024-04-08,2024-04-08,Account,Urgent,Jessica L.,-10,
81641,2024-04-19,2024-04-20, technical ,High,Sarah K.,34,2
81642,2024-11-13,2024-11-13,BILLING,Urgent,Mike T.,21,5
81643,2024-08-20,2024-08-21,General,Urgent,Tom B.,26,1
81644,02/15/2024,2024-02-18,BILLING,Low,Jessica L.,88,1
81645,2024-08-14,2024-08-16,Billing,Medium,Mike T.,66,4
81646,2024-11-23,2024-11-27,BILLING,High,Mike T.,105,5
81647,2024-02-11,2024-02-15,BILLING,Low,Tom B.,103,4
81648,2024-12-13,2024-12-16,Account,Medium,Jessica L.,81,2
81649,2024-02-20,2024-02-20,General,Medium,Jessica L.,18,2
81650,2024-09-14,2024-09-14,General,Urgent,Sarah K.,8,5
81651,2024-10-18,2024-10-21,Account,Low,Sarah K.,80,3
81652,2024-07-02,,Technical,Low,Mike T.,,
81653,2024-06-01,2024-06-01, technical ,Urgent,David W.,4,5
81654,2024-08-13,2024-08-17,General,High,David W.,118,4
81655,2024-05-21,,Billing,High,David W.,,
81656,2024-03-24,2024-03-26,General,Medium,David W.,69,4
81657,2024-09-13,2024-09-17, technical ,Low,Mike T.,107,5
81658,2024-02-18,2024-02-18, technical ,Low,David W.,1,
81659,2024-02-23,2024-02-27,Billing,Low,Sarah K.,101,1
81660,2024-04-02,2024-04-03,Technical,Medium,David W.,33,
81661,2024-01-22,2024-01-22,Billing,Urgent,Tom B.,10,2
81662,2024-01-07,2024-01-09,General,Low,Mike T.,52,4
81663,2024-03-17,2024-03-18, technical ,High,Sarah K.,28,2
81664,2024-05-08,2024-05-09,Account,High,Mike T.,43,1
81665,2024-08-11,2024-08-13,Technical,High,Jessica L.,60,1
81666,01/17/2024,2024-01-18,Billing,High,Mike T.,26,3
81667,2024-06-30,2024-07-02, technical ,High,Sarah K.,-50,1
81668,2024-04-23,2024-04-24,Account,Urgent,Tom B.,33,1
81669,2024-12-12,2024-12-13,Billing,High,Mike T.,39,5
81670,2024-05-03,2024-05-06,Account,High,David W.,76,3
81671,2024-03-07,2024-03-11,Account,Low,Jessica L.,118,1
81672,2024-08-20,2024-08-24,Technical,Low,Jessica L.,107,1
81673,2024-11-06,2024-11-08,General,High,Jessica L.,71,5
81674,2024-05-02,2024-05-03, technical ,Urgent,David W.,25,1
81675,2024-09-09,2024-09-11,Billing,Low,David W.,58,2
81676,2024-10-15,2024-10-18,Billing,High,Mike T.,82,5
81677,2024-04-18,2024-04-21,Account,High,Tom B.,-79,2
81678,2024-10-06,2024-10-07,Billing,Low,Sarah K.,42,4
81679,2024-02-29,2024-03-03,BILLING,Low,David W.,95,1
81680,2024-01-19,2024-01-20,General,Urgent,Tom B.,32,
81681,2024-05-08,2024-05-09,General,Urgent,Jessica L.,-35,5
81682,2024-03-20,, technical ,Medium,Tom B.,,
81683,2024-05-31,,Technical,Urgent,Sarah K.,,
81684,2024-12-14,2024-12-15,Technical,Low,Mike T.,33,5
81685,2024-10-28,2024-10-28,BILLING,Urgent,Mike T.,17,5
